% 0 Vehicle HH,LILATracts_halfAnd10,Pedestrian Network Density,Walkability,Transit Frequency,Life Expectancy Predictions
0.022140221,0,20.94514963,11.83333333,17.80962264,78.933
0.188481675,0,30.44784279,17.0,119.961535,76.09400000000001
0.25,1,16.60825013,14.66666667,52.76060575,69.48
0.115631692,1,12.6411959,15.5,166.6746118,75.09400000000002
0.06835443,1,23.3951893,13.0,32.194596,73.38100000000003
0.270893372,1,18.55164264,14.33333333,8.16932775,72.84200000000003
0.040336134,0,10.5445425,7.833333333,-99999.0,80.88900000000002
0.131198347,0,22.30306348,15.0,363.9941798,77.42199999999995
0.0,0,9.799872945,8.666666667,-99999.0,80.56600000000003
0.010989011,0,4.48602422,6.833333333,5.362064375,80.52199999999995
0.0,0,13.57662843,5.5,-99999.0,84.8509999999999
0.065315315,0,9.668960545,14.16666667,11.9769737,77.97999999999999
0.026986507,0,6.311654535,9.166666667,-99999.0,80.51699999999997
0.101123596,1,16.48046223,9.666666667,-99999.0,75.47800000000005
0.055248619,0,14.51222667,7.5,-99999.0,78.06800000000004
0.018324607,0,11.44316846,6.0,-99999.0,79.38800000000002
0.0,0,3.681928608,5.0,-99999.0,79.01099999999992
0.215316315,0,18.89883142,8.333333333,-99999.0,75.34099999999998
0.101369863,0,36.61773925,15.0,568.2677862,77.56099999999994
0.0,1,1.732328417,4.666666667,-99999.0,76.979
0.08907563,0,21.04230134,11.83333333,-99999.0,80.119
0.01217862,0,10.94309445,9.833333333,-99999.0,80.73900000000002
0.613861386,0,32.1653545,16.16666667,492.9391293,70.632
0.238095238,1,14.32270466,15.83333333,76.93906174,71.373
0.030063291,0,15.74074002,10.83333333,6.063831893,79.78199999999998
0.008648649,0,16.71754114,9.833333333,-99999.0,80.12800000000004
0.217592593,1,21.63092969,18.5,590.0746121,74.491
0.187394958,1,17.87308939,14.66666667,6.009662899,76.00100000000003
0.069686411,1,8.303054126,14.83333333,17.93097549,73.00600000000003
0.213333333,1,12.94703754,7.333333333,-99999.0,73.11500000000008
0.0,1,24.16807344,12.0,7.076682367,76.046
0.199637024,1,9.372793469,14.5,27.89363106,75.306
0.0,0,14.63130472,7.833333333,-99999.0,80.30800000000002
0.0,0,26.44997023,13.16666667,47.52485467,78.08699999999997
0.0,0,16.80978771,7.333333333,-99999.0,80.22300000000004
0.0,0,9.606679484,4.166666667,-99999.0,80.94899999999993
0.036199095,0,18.12135108,12.66666667,64.69014245,79.55099999999997
0.085106383,1,18.20902961,13.83333333,6.700938503,72.59600000000002
0.0,0,15.93129933,7.833333333,-99999.0,79.20400000000001
0.563106796,0,39.17436161,14.5,854.6297037,67.47500000000005
0.0,0,16.97192956,8.5,-99999.0,80.04600000000003
0.035460993,0,17.29243611,8.166666667,-99999.0,79.50000000000004
0.0,0,8.578077296,6.833333333,-99999.0,81.78299999999992
0.577540107,1,14.12621571,14.0,188.5468505,68.82500000000002
0.027027027,0,16.49889939,9.5,-99999.0,78.42300000000004
0.142553191,0,9.129027928,12.16666667,94.93558571,77.705
0.229268293,1,14.20739892,13.0,58.89233087,72.477
0.052401747,1,13.16442581,8.5,5.455987404,75.74099999999999
0.012480499,0,12.96241082,14.5,3.539862079,79.83899999999997
0.01509434,0,8.620049031,6.833333333,0.511999666,80.23800000000001
0.0,0,16.08233395,7.0,-99999.0,77.95199999999998
0.0,1,16.14758129,13.5,13.75966954,73.50300000000001
0.0,0,6.141894293,4.833333333,-99999.0,80.495
0.025125628,0,3.029593267,8.0,-99999.0,80.27200000000003
0.105802048,0,37.14903982,16.0,571.1746496,77.99199999999992
0.021201413,1,6.169027783,5.5,5.926068456,75.392
0.063973064,0,12.05136525,9.166666667,-99999.0,79.33599999999998
0.0,1,20.70238617,13.5,14.10188857,75.05599999999998
0.016296296,0,8.296605742,6.5,-99999.0,78.81800000000011
0.053932584,0,8.507582813,7.0,-99999.0,80.588
0.192579505,0,13.80682467,7.166666667,-99999.0,76.76700000000004
0.530744337,0,7.163843757,15.0,416.5161128,72.79199999999999
0.016233766,0,7.499181553,7.5,0.552989183,80.67399999999996
0.03950104,0,14.24872287,12.33333333,19.02734135,77.995
0.079096045,0,23.70639237,15.5,25.87767592,78.73899999999996
0.148058252,1,19.64881831,15.33333333,13.12801624,74.28500000000003
0.136246787,1,16.99723496,12.5,24.55574527,72.04500000000002
0.0,0,7.431427556,6.333333333,-99999.0,81.11499999999992
0.021978022,0,14.57883797,10.16666667,-99999.0,80.18700000000004
0.138964578,1,9.943784422,10.83333333,9.066719817,75.582
0.0,0,18.50204743,6.666666667,-99999.0,78.68500000000003
0.255924171,1,14.77579059,13.66666667,43.56286259,68.69
0.445,1,20.39359954,16.16666667,127.8535581,71.387
0.252307692,0,20.38743159,15.0,59.34878004,71.34300000000002
0.097256858,1,19.39808409,11.66666667,15.46969435,74.133
0.0,0,12.48612551,6.833333333,-99999.0,81.409
0.0,1,18.23000094,4.833333333,-99999.0,75.04599999999999
0.143382353,0,15.60316091,17.5,46.03790252,77.97599999999996
0.129277567,1,11.08557067,14.16666667,31.0255855,71.16
0.041795666,0,12.65333831,7.833333333,-99999.0,80.69600000000003
0.035767511,0,17.00545633,9.333333333,-99999.0,80.997
0.0,0,10.10577059,6.166666667,-99999.0,79.30400000000002
0.0,0,11.20476831,14.5,42.83719911,78.44299999999998
0.170520231,0,8.716094321,8.0,-99999.0,79.335
0.0,0,26.42359271,13.16666667,8.260216313,79.25399999999998
0.205240175,0,23.10910063,14.33333333,13.00663337,73.61800000000008
0.164079823,0,17.1539598,12.83333333,260.0099534,75.45099999999998
0.192028986,1,28.64676865,14.16666667,17.18926795,76.30600000000004
0.024691358,0,10.21387995,9.166666667,2.503613519,80.132
0.138497653,1,25.28697772,13.5,27.93826199,75.75300000000001
0.041450777,1,22.02421461,13.0,73.46862437,75.30799999999998
0.048582996,1,15.61778703,10.16666667,-99999.0,75.24200000000002
0.216718266,1,22.80352683,18.16666667,59.12236788,71.31600000000003
0.0,0,10.62986554,15.0,1.071178454,80.65099999999997
0.010416667,0,10.6843507,14.5,19.2400908,80.492
0.063414634,1,17.1992635,12.16666667,3.011375031,72.89399999999999
0.0,0,11.15172534,11.33333333,35.34241521,81.10999999999996
0.010695187,0,5.627216746,6.833333333,1.053262451,78.569
0.144124169,1,10.75836448,10.83333333,54.05557132,73.83700000000002
0.466666667,1,8.363580326,12.16666667,38.0518292,70.75700000000003
0.240549828,1,17.55464848,14.83333333,102.0445804,71.98500000000001
0.012759171,0,6.4003266,5.666666667,-99999.0,79.3
0.416988417,1,20.71575152,18.66666667,32.23269629,73.44400000000005
0.0,0,6.260581975,5.833333333,-99999.0,79.61999999999999
0.055172414,1,0.87791659,3.5,0.104333833,72.11600000000004
0.774410774,0,17.9907913,13.83333333,1332.608656,69.945
0.051575931,0,21.15481472,18.33333333,207.1191132,80.514
0.180497925,0,13.76560193,18.33333333,3.536882892,77.57200000000003
0.021978022,1,18.49293683,15.16666667,18.16071035,76.09200000000003
0.0,1,16.99286346,15.33333333,29.50614423,74.61600000000001
0.012003001,0,13.68252099,9.666666667,-99999.0,80.36500000000002
0.010670732,0,16.86653768,5.333333333,-99999.0,79.23000000000005
0.0,1,10.21962867,8.166666667,-99999.0,75.885
0.015202703,0,12.60847303,8.333333333,-99999.0,80.68500000000004
0.162698413,0,27.29131723,15.16666667,57.38166735,75.77399999999997
0.038461538,0,12.68178251,13.83333333,7.354784941,79.07499999999999
0.0,0,14.44022047,7.5,-99999.0,79.16999999999999
0.012032086,0,3.669788747,8.166666667,-99999.0,80.58699999999996
0.018691589,0,21.01864068,16.0,42.08529057,79.59699999999994
0.037634409,0,19.75727038,17.16666667,44.08661452,76.77799999999993
0.811659193,1,24.77190171,16.33333333,466.300008,70.796
0.034416826,1,21.17527183,13.5,12.31338947,74.137
0.028813559,0,22.39903239,9.333333333,-99999.0,80.539
0.035040431,1,17.25194038,15.0,13.57319135,74.36600000000004
0.040540541,0,12.57079274,5.0,-99999.0,78.90899999999998
0.374384236,0,14.75329328,17.0,1092.648073,75.97400000000005
0.028282828,0,13.5243637,13.33333333,14.31492324,78.81599999999999
0.06462585,1,7.824222444,12.66666667,357.0036183,75.50399999999999
0.0,0,17.78367865,10.33333333,-99999.0,79.929
0.149473684,0,14.25682129,15.5,8.122387385,76.64600000000002
0.008561644,1,9.914761047,10.66666667,1.348291222,74.47999999999998
0.022900763,1,12.5515695,15.66666667,14.64203671,72.17200000000003
0.04,0,8.870167799,7.333333333,-99999.0,78.44699999999993
0.534435262,0,17.26385045,18.5,303.6250527,72.12700000000002
0.030100334,1,21.19769145,13.5,57.57052085,73.94200000000002
0.013127413,1,19.80340476,10.66666667,-99999.0,76.41599999999998
0.111111111,0,3.788958367,14.66666667,3.428621281,79.217
0.099075297,0,10.62927942,11.83333333,1.357276977,80.09800000000006
0.015873016,1,10.08790527,9.833333333,42.86659043,75.62899999999999
0.0,0,15.8301274,7.833333333,-99999.0,78.79000000000002
0.195402299,0,12.60339002,15.83333333,165.2183772,77.02000000000001
0.010318143,0,12.63164926,7.833333333,-99999.0,79.74500000000002
0.0,1,12.02854113,10.83333333,-99999.0,76.36299999999994
0.028265107,0,7.608842923,8.666666667,-99999.0,80.34600000000002
0.436305732,1,15.92354194,14.0,8.633395171,72.51900000000005
