census_tract_number,Walkability,Total Population,% 0 Vehicle HH,% 1 Vehicle HH,% 2+ Vehicle HH,% Low Wage Workers,Population Density,Employment Density,Pedestrian Network Density,Transit Frequency,state_x,county_x,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,state_y,county_y,life_expectancy,obesity
48439113928,6.666666667,1953,0.0,0.313031161,0.686968839,0.175362319,8.90943297,0.287401064,21.67078582,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,79.8,28.9
48439113929,8.166666667,2105,0.0,0.116086235,0.883913765,0.186714542,5.533833568,1.790280598,14.54452335,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,82.8,28.9
48439114102,8.5,1172,0.0,0.316853933,0.683146067,0.193850267,6.144182576,1.169072282,18.15201904,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,80.3,29.7
48439103800,11.33333333,1400,0.03926097,0.484988453,0.475750577,0.325900515,4.978624985,0.046230089,15.3775488,13.60962001,Texas,Tarrant County,1,1,1,1,TX,Fort Worth,74.4,49.3
48439102500,13.83333333,837,0.085106383,0.64893617,0.265957447,0.303292894,3.175093188,1.153199915,18.20902961,6.700938503,Texas,Tarrant County,0,1,0,1,TX,Fort Worth,69.1,50.6
48439102202,18.5,1086,0.046979866,0.387583893,0.565436242,0.152838428,6.390783493,2.553959517,26.16927467,22.48829601,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,79.9,27.0
48439104601,14.5,1077,0.132596685,0.41160221,0.455801105,0.277511962,5.303499748,0.448113721,14.84025293,25.21255219,Texas,Tarrant County,0,1,0,0,TX,Fort Worth,73.3,44.9
48439104502,13.5,2124,0.110315186,0.358166189,0.531518625,0.27324263,6.358701368,5.418667361,19.25318072,17.21159311,Texas,Tarrant County,0,1,0,0,TX,Fort Worth,74.4,43.2
48439103701,12.16666667,1579,0.063414634,0.368292683,0.568292683,0.266666667,7.799233601,0.306239698,17.1992635,3.011375031,Texas,Tarrant County,0,1,0,0,TX,Fort Worth,74.1,47.4
48439103702,11.66666667,1675,0.100217865,0.291938998,0.607843137,0.319640565,7.159751714,0.260743197,16.8979359,15.46107547,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,70.0,47.0
48439123400,14.5,945,0.421203438,0.269340974,0.309455587,0.189845475,3.646608667,55.54807593,26.32090256,22.22694806,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,62.8,36.2
48439123600,12.66666667,1641,0.102040816,0.333333333,0.56462585,0.239875389,4.666758969,22.29578935,15.12451738,16.38057993,Texas,Tarrant County,1,1,1,1,TX,Fort Worth,74.4,44.0
48439104604,11.0,2265,0.11790393,0.478893741,0.403202329,0.301237964,4.176385752,0.704361747,11.36441336,6.373781818,Texas,Tarrant County,0,1,0,0,TX,Fort Worth,68.7,47.9
48439106201,13.0,1108,0.06835443,0.318987342,0.612658228,0.277161863,9.289482059,0.159296172,23.3951893,32.194596,Texas,Tarrant County,1,1,1,0,TX,Fort Worth,70.4,46.5
48439105902,14.16666667,5294,0.299441341,0.539664804,0.160893855,0.266260163,5.023794938,0.43462374,8.074958469,7.436545013,Texas,Tarrant County,0,1,0,1,TX,Fort Worth,75.6,42.5
48439104802,14.83333333,1329,0.075208914,0.431754875,0.493036212,0.265151515,8.290766993,0.617596638,13.84458122,14.08828332,Texas,Tarrant County,0,1,0,0,TX,Fort Worth,77.9,36.8
48157674700,6.5,10911,0.001440507,0.298184961,0.700374532,0.18557377,2.819299278,0.152450424,6.290906034,-99999.0,Texas,Fort Bend County,0,0,0,0,TX,Sugar Land,83.5,26.8
48439113919,12.0,1181,0.0,0.296296296,0.703703704,0.191522763,12.3396447,0.177624013,18.14557146,9.666184671,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,80.9,29.6
48439113917,7.5,2672,0.0,0.205533597,0.794466403,0.192923336,15.36888193,0.120788368,16.85592315,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,79.6,33.2
48439110805,3.833333333,1741,0.0,0.360344828,0.639655172,0.205245154,2.368252456,0.093859517,4.074484801,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,79.4,32.3
48439111521,6.833333333,2023,0.129518072,0.281626506,0.588855422,0.261666667,13.97802101,2.038317448,16.44821642,-99999.0,Texas,Tarrant County,0,1,0,0,TX,Arlington,77.4,34.6
48439122801,4.666666667,450,0.0,0.150326797,0.849673203,0.32173913,17.14274612,18.81892574,1.732328417,-99999.0,Texas,Tarrant County,0,1,0,0,TX,Arlington,75.4,38.1
48439111525,11.33333333,1908,0.0,0.232941176,0.767058824,0.217333333,4.264058434,17.03388542,17.19277365,-99999.0,Texas,Tarrant County,1,1,1,0,TX,Arlington,75.7,36.8
48157674200,8.666666667,1315,0.0,0.04859335,0.95140665,0.134674923,4.400354967,0.61236879,15.78087182,-99999.0,Texas,Fort Bend County,0,0,0,0,TX,Sugar Land,85.0,21.2
48157674400,6.833333333,10944,0.008454106,0.086050725,0.905495169,0.130449708,2.879397038,0.081561868,7.299939603,-99999.0,Texas,Fort Bend County,0,0,0,0,TX,Sugar Land,81.0,20.5
48439111548,10.16666667,2777,0.0,0.067307692,0.932692308,0.221653255,6.172852267,1.562662997,13.58701371,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Grand Prairie,76.3,30.0
48157674602,6.5,5073,0.012160229,0.140915594,0.846924177,0.153878059,6.013605863,0.069939433,9.759775105,-99999.0,Texas,Fort Bend County,0,0,0,0,TX,Sugar Land,86.9,28.9
48439111530,8.0,1783,0.02189781,0.175182482,0.802919708,0.194547708,7.961706039,0.817157715,17.6250927,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,79.3,29.4
48439113927,7.666666667,4896,0.0,0.194355356,0.805644644,0.175962815,1.724489299,0.31876283,5.005789893,0.299813172,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,79.4,29.7
48439114103,4.833333333,8264,0.0,0.143336127,0.856663873,0.150753769,2.285685862,0.187523598,6.141894293,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,79.4,31.1
48439111310,7.166666667,1667,0.0,0.152272727,0.847727273,0.21496063,6.773118765,0.280351047,14.94980236,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,80.5,34.6
48439102401,13.5,934,0.0,0.317934783,0.682065217,0.198412698,8.08364198,0.761627938,20.17640863,27.69556062,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,77.7,31.9
48439121906,8.166666667,924,0.035460993,0.40070922,0.563829787,0.272401434,6.885025807,0.834548583,17.29243611,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,74.7,41.3
48439104701,15.16666667,621,0.162698413,0.424603175,0.412698413,0.231277533,7.95436118,0.922244775,27.29131723,57.38166735,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,75.7,40.7
48439104900,10.5,1935,0.009345794,0.246728972,0.743925234,0.201646091,7.068411299,0.54793886,11.11579169,4.605280898,Texas,Tarrant County,1,1,1,0,TX,Fort Worth,75.1,37.8
48439105701,16.16666667,1647,0.012738854,0.390658174,0.596602972,0.227272727,9.770945196,1.417884579,19.58053501,9.144706189,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,77.6,33.9
48439105502,8.666666667,1454,0.0,0.289655172,0.710344828,0.197289157,6.018894026,0.430512365,20.64208704,2.649306862,Texas,Tarrant County,0,1,0,1,TX,Fort Worth,78.7,33.8
48439106001,12.5,2761,0.036719706,0.319461444,0.643818849,0.219924812,10.87136814,2.661733019,20.45098153,2.519983923,Texas,Tarrant County,1,1,1,0,TX,Fort Worth,77.8,39.6
48439106202,12.66666667,2802,0.114224138,0.503232759,0.382543103,0.31942789,9.729386591,1.371558781,13.79445057,10.34571889,Texas,Tarrant County,1,1,1,1,TX,Fort Worth,68.0,49.0
48439106503,11.83333333,945,0.0,0.394789579,0.605210421,0.233766234,5.061445683,0.144612734,17.47089397,6.855714872,Texas,Tarrant County,1,1,1,1,TX,Fort Worth,73.3,39.4
48439123000,14.5,2003,0.112420671,0.547597461,0.339981868,0.206779661,7.384175138,6.499401283,14.13050883,2.359396949,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,74.6,31.0
48439102602,14.66666667,851,0.146788991,0.325688073,0.527522936,0.218114603,6.434980003,3.319572528,23.0672522,24.19733961,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,76.5,33.8
48157671501,6.833333333,1595,0.0,0.221532091,0.778467909,0.176744186,10.89433934,0.348345647,15.01135369,-99999.0,Texas,Fort Bend County,0,0,0,0,TX,Missouri City,82.4,23.8
48157671601,9.833333333,1970,0.020518359,0.586393089,0.393088553,0.15967366,15.87274058,7.06618959,11.99844694,-99999.0,Texas,Fort Bend County,0,0,0,0,TX,Sugar Land,80.9,23.6
48157670102,11.16666667,960,0.053221289,0.24929972,0.697478992,0.217235189,8.986802869,0.449340143,14.66220014,11.98240383,Texas,Fort Bend County,0,1,0,0,TX,Houston,74.3,42.1
48157674502,7.333333333,3755,0.0,0.023381295,0.976618705,0.157894737,2.212162853,0.151405021,9.02379234,-99999.0,Texas,Fort Bend County,0,0,0,0,TX,Missouri City,80.4,29.7
48439104702,12.66666667,1358,0.072139303,0.300995025,0.626865672,0.226327945,17.82766043,0.511987302,21.80409307,58.81290039,Texas,Tarrant County,0,1,0,0,TX,Fort Worth,74.6,41.4
48439110807,5.333333333,1033,0.029315961,0.140065147,0.830618893,0.184895833,10.74191041,0.031196255,15.78552218,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,77.7,32.3
48439114207,7.0,2096,0.0,0.235123367,0.764876633,0.190850608,9.8392355,0.145523044,18.76199824,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,78.8,30.4
48439105507,6.5,1521,0.021571649,0.234206471,0.74422188,0.17739628,5.608989074,0.121694043,19.10069707,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,80.7,26.5
48439100202,13.83333333,769,0.109022556,0.387218045,0.503759398,0.216161616,0.972656033,3.855208829,7.803957818,20.64862739,Texas,Tarrant County,0,1,0,0,TX,Fort Worth,76.9,41.3
48439101700,14.16666667,2016,0.329192547,0.599378882,0.071428571,0.4,5.874364298,2.517584699,11.29717981,34.81726395,Texas,Tarrant County,1,1,1,1,TX,Fort Worth,77.6,53.0
48439106700,9.333333333,325,0.084848485,0.442424242,0.472727273,0.193037975,4.225399426,0.585055305,20.36732646,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,76.8,34.6
48439106400,8.0,1046,0.0,0.42739726,0.57260274,0.256470588,2.568281985,0.036830048,6.061702836,1.571415364,Texas,Tarrant County,1,1,1,0,TX,Fort Worth,71.7,39.6
48439110808,3.833333333,1573,0.009920635,0.091269841,0.898809524,0.141630901,0.382112735,0.227129947,2.607022754,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,81.4,27.5
48157670300,10.66666667,1640,0.008561644,0.309931507,0.681506849,0.239035088,3.454996256,0.105335252,9.914761047,1.348291222,Texas,Fort Bend County,1,1,1,0,TX,Houston,77.1,42.8
48157670400,9.833333333,2237,0.015873016,0.372294372,0.611832612,0.274487472,8.479464027,0.534467782,10.08790527,42.86659043,Texas,Fort Bend County,1,1,1,0,TX,Houston,77.9,40.2
48157671001,6.5,1568,0.049107143,0.197916667,0.75297619,0.189473684,4.733917719,0.126801367,11.65260211,-99999.0,Texas,Fort Bend County,0,0,0,0,TX,Missouri City,79.4,28.6
48157671100,5.833333333,1323,0.111455108,0.06501548,0.823529412,0.20593692,2.248024574,0.637195174,6.518874175,-99999.0,Texas,Fort Bend County,0,0,0,0,TX,Missouri City,80.2,36.0
48157671200,9.833333333,3298,0.008648649,0.250810811,0.740540541,0.237609329,11.17545071,1.006400504,16.71754114,-99999.0,Texas,Fort Bend County,0,0,0,0,TX,Missouri City,79.2,36.0
48157671300,9.5,2409,0.011984021,0.356857523,0.631158455,0.234527687,7.511410272,0.816932126,11.77282434,-99999.0,Texas,Fort Bend County,0,1,0,0,TX,Missouri City,77.6,38.6
48439106510,5.833333333,5691,0.010834236,0.225352113,0.763813651,0.178481013,3.164350089,0.346404868,6.137771844,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,78.8,30.9
48439100900,17.33333333,1381,0.131034483,0.314942529,0.554022989,0.212,4.541055333,4.728484843,18.69228976,15.51675931,Texas,Tarrant County,0,1,0,0,TX,Fort Worth,76.4,41.0
48439113104,9.833333333,1360,0.018284107,0.734177215,0.247538678,0.205752212,26.22701782,7.231714472,17.76226741,-99999.0,Texas,Tarrant County,0,1,0,0,TX,Arlington,76.9,30.7
48439121601,8.666666667,1825,0.130695444,0.356115108,0.513189448,0.263736264,11.03223601,1.46290472,18.34353403,-99999.0,Texas,Tarrant County,0,1,0,0,TX,Arlington,79.6,35.0
48439122500,11.83333333,1463,0.08907563,0.369747899,0.541176471,0.225274725,6.969178916,2.529483257,21.04230134,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,79.2,31.1
48439100101,12.33333333,1041,0.0,0.209631728,0.790368272,0.230024213,12.96367192,1.320028073,15.59449902,31.87992327,Texas,Tarrant County,1,1,1,0,TX,Fort Worth,76.4,36.1
48439110401,12.0,851,0.026109661,0.221932115,0.751958225,0.195959596,1.84233569,3.632713618,16.33603749,2.719506629,Texas,Tarrant County,0,1,0,0,TX,Fort Worth,72.6,34.3
48439113102,5.5,1594,0.0,0.403483309,0.596516691,0.215430862,6.697463796,0.197478544,14.64287203,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,75.9,32.3
48439113115,10.66666667,2908,0.013127413,0.572972973,0.413899614,0.248862898,14.60287425,11.88617722,19.80340476,-99999.0,Texas,Tarrant County,0,1,0,0,TX,Arlington,75.4,37.4
48439113107,7.833333333,777,0.024875622,0.390547264,0.584577114,0.218518519,7.531255639,0.222932921,22.76380964,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,79.6,28.1
48439113108,7.666666667,1364,0.0,0.251838235,0.748161765,0.2,5.086320338,0.313233804,11.80192745,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,80.7,29.1
48439100201,13.83333333,1999,0.083333333,0.236842105,0.679824561,0.236910995,12.65782245,0.265947245,24.79401533,37.81009976,Texas,Tarrant County,0,1,0,0,TX,Fort Worth,76.0,43.2
48439111402,9.5,875,0.027027027,0.294594595,0.678378378,0.201560468,4.149666589,0.663946654,16.49889939,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,80.3,33.2
48439100102,14.66666667,641,0.02991453,0.444444444,0.525641026,0.189473684,8.993615455,7.913259152,20.1767869,35.91833941,Texas,Tarrant County,0,1,0,0,TX,Fort Worth,79.5,38.2
48439100501,5.833333333,1114,0.080118694,0.252225519,0.667655786,0.257425743,9.84492824,0.503735107,13.08677953,8.832355602,Texas,Tarrant County,1,1,1,1,TX,Fort Worth,76.2,40.4
48439110500,14.33333333,946,0.0,0.25872093,0.74127907,0.234347048,6.554675486,1.060111363,18.35645018,7.264921348,Texas,Tarrant County,1,1,1,0,TX,Fort Worth,75.6,35.9
48439100502,11.16666667,1469,0.0,0.282110092,0.717889908,0.205583756,12.61897157,0.163213383,20.50991699,20.17661023,Texas,Tarrant County,1,1,1,0,TX,Fort Worth,76.7,40.7
48439100602,9.666666667,1035,0.027863777,0.210526316,0.761609907,0.202205882,7.34013202,1.382923424,20.5097422,-99999.0,Texas,Tarrant County,1,1,1,0,TX,Fort Worth,79.1,35.7
48439100700,6.833333333,578,0.03255814,0.260465116,0.706976744,0.241610738,2.83482595,0.166754468,14.92456006,-99999.0,Texas,Tarrant County,1,1,1,0,TX,Fort Worth,72.5,38.4
48439100800,12.33333333,841,0.0,0.366972477,0.633027523,0.217922607,9.599708151,0.342439054,22.09408685,36.52683077,Texas,Tarrant County,0,1,0,0,TX,Fort Worth,80.0,41.5
48439101401,11.16666667,1113,0.0,0.224242424,0.775757576,0.215686275,6.790709894,0.012202534,18.6875064,12.29106797,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,76.1,36.2
48439101202,12.5,1241,0.0,0.180272109,0.819727891,0.202564103,2.247252254,1.966572077,8.522760308,9.271499993,Texas,Tarrant County,0,1,0,0,TX,Fort Worth,73.1,41.5
48439101301,13.5,1726,0.034416826,0.346080306,0.619502868,0.192582026,8.301918057,0.432892599,21.17527183,12.31338947,Texas,Tarrant County,1,1,1,0,TX,Fort Worth,76.7,39.7
48439111008,5.0,4171,0.028192371,0.198175788,0.773631841,0.203703704,1.875139359,0.092161009,5.506571411,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,77.2,35.1
48439111539,8.166666667,2402,0.0,0.171755725,0.828244275,0.196370706,8.676479927,0.090304745,17.40055517,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Grand Prairie,78.0,32.6
48439101403,12.5,1019,0.239616613,0.329073482,0.431309904,0.28057554,4.776730059,0.140629933,8.949699991,17.65512109,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,74.4,45.0
48439101500,17.83333333,352,0.256944444,0.166666667,0.576388889,0.2406639,2.270856983,1.954743369,12.49039417,24.77298531,Texas,Tarrant County,1,1,1,1,TX,Fort Worth,72.2,39.1
48439122900,7.833333333,1374,0.0,0.822580645,0.177419355,0.268011527,13.58131278,22.46748467,6.354685687,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,75.4,41.8
48439122802,6.333333333,1151,0.046321526,0.310626703,0.643051771,0.246346555,8.749386129,0.349671383,15.28973128,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,76.2,38.4
48439104100,15.0,521,0.446153846,0.1,0.453846154,0.198473282,9.975625774,1.550913028,21.15100752,49.01650761,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,74.8,31.9
48439105201,15.0,1667,0.016605166,0.302583026,0.680811808,0.276985743,8.584629156,1.570673001,21.65596551,6.591676857,Texas,Tarrant County,0,1,0,1,TX,Fort Worth,73.7,41.3
48439102800,11.33333333,597,0.024054983,0.39862543,0.577319588,0.181303116,2.284824893,20.19218784,18.10014243,9.680599949,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,81.0,27.9
48157670200,12.33333333,1467,0.0,0.470019342,0.529980658,0.254411765,13.40995269,0.786132196,19.76605919,29.25143054,Texas,Fort Bend County,0,1,0,0,TX,Houston,77.8,41.1
48439102100,16.83333333,1179,0.017991004,0.52173913,0.460269865,0.16519174,8.249655425,20.62763714,20.93946916,42.78187263,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,78.7,31.7
48439102201,13.5,1002,0.0,0.127320955,0.872679045,0.183333333,9.18797315,0.751909978,22.16389527,23.47426274,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,80.7,31.3
48439111301,5.0,1872,0.0,0.181372549,0.818627451,0.153139357,0.992863121,0.164416436,3.681928608,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,77.7,30.3
48439122100,6.666666667,815,0.18699187,0.25203252,0.56097561,0.236206897,1.823764474,13.47571738,15.44100583,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,73.5,40.3
48439122300,13.66666667,1572,0.322222222,0.291111111,0.386666667,0.291878173,6.737297141,12.5488588,19.12156194,-99999.0,Texas,Tarrant County,1,1,1,1,TX,Arlington,77.3,26.5
48439102402,6.833333333,1761,0.04558011,0.21961326,0.73480663,0.203457447,6.90001112,0.52896167,19.41129998,2.487177348,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,82.4,27.6
48439105205,14.5,866,0.198090692,0.525059666,0.276849642,0.268786127,14.11419729,2.167653856,11.72183736,20.8616311,Texas,Tarrant County,1,1,1,1,TX,Fort Worth,72.1,41.6
48439103500,16.66666667,675,0.325490196,0.290196078,0.384313725,0.250980392,3.995871761,3.238136079,15.44877125,22.56898686,Texas,Tarrant County,1,1,1,1,TX,Fort Worth,72.9,42.0
48439123500,11.33333333,1651,0.140724947,0.341151386,0.518123667,0.309278351,9.915625296,0.06606413,21.35334937,19.21865644,Texas,Tarrant County,1,1,1,1,TX,Fort Worth,70.1,48.8
48439104202,14.16666667,620,0.038610039,0.378378378,0.583011583,0.192567568,5.546578299,4.240448571,23.95252497,11.45100036,Texas,Tarrant County,0,1,0,0,TX,Fort Worth,78.9,29.7
48439111505,7.0,2022,0.031290743,0.366362451,0.602346806,0.204395604,5.273177316,0.743251996,12.64477903,-99999.0,Texas,Tarrant County,0,1,0,0,TX,Arlington,77.9,33.5
48439111506,11.83333333,1785,0.116995074,0.357142857,0.525862069,0.212938005,5.061702006,2.611668094,15.470076,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,80.2,32.8
48439104300,11.0,1034,0.0,0.216768916,0.783231084,0.213399504,8.223460308,0.914601485,18.40683999,10.17991218,Texas,Tarrant County,0,1,0,0,TX,Fort Worth,83.6,28.7
48439104503,13.0,1224,0.079575597,0.204244032,0.716180371,0.28030303,8.746905648,1.193409512,21.21670104,22.86772718,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,77.3,39.7
48439104504,15.0,1461,0.035040431,0.148247978,0.81671159,0.266075388,7.101377239,2.153258123,17.25194038,13.57319135,Texas,Tarrant County,0,1,0,1,TX,Fort Worth,70.5,41.0
48439111516,8.166666667,1845,0.0,0.210431655,0.789568345,0.205079962,3.338452475,11.05398708,11.66278665,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,78.9,33.3
48439113513,12.0,3092,0.0,0.375259875,0.624740125,0.193859121,8.197499068,0.283678008,15.27532789,3.240607893,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,78.2,30.3
48439111522,8.166666667,2339,0.0,0.087850467,0.912149533,0.254963427,15.23226765,0.377713349,18.48001767,-99999.0,Texas,Tarrant County,1,1,1,0,TX,Arlington,76.2,38.0
48439104602,9.5,921,0.025974026,0.214285714,0.75974026,0.305630027,6.697734984,0.043633453,20.29679442,18.6169398,Texas,Tarrant County,1,1,1,0,TX,Fort Worth,75.1,46.8
48439104603,13.66666667,1375,0.12335958,0.375328084,0.501312336,0.262582057,9.095565557,0.886404207,17.19454059,25.40143399,Texas,Tarrant County,0,1,0,0,TX,Fort Worth,73.7,43.4
48439104605,11.33333333,1985,0.151785714,0.456845238,0.391369048,0.306493506,4.281388616,0.912356365,11.47576402,16.19765711,Texas,Tarrant County,1,1,1,1,TX,Fort Worth,71.3,45.8
48439104804,15.16666667,1806,0.079831933,0.170168067,0.75,0.247875354,12.00562709,0.604934698,21.46705204,12.07504355,Texas,Tarrant County,0,1,0,0,TX,Fort Worth,77.8,39.2
48439111524,6.833333333,2014,0.071202532,0.261075949,0.667721519,0.225087925,12.59697686,0.350263508,17.54575005,-99999.0,Texas,Tarrant County,1,1,1,0,TX,Arlington,77.1,34.7
48439102000,18.33333333,2189,0.070808283,0.640614562,0.288577154,0.091152815,5.289048174,9.237108803,22.13079645,12.63879808,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,81.1,28.4
48439105001,10.5,913,0.12,0.315555556,0.564444444,0.201257862,0.9105535,2.84236306,3.182116789,1.276570076,Texas,Tarrant County,0,1,0,0,TX,Fort Worth,77.0,41.1
48439105203,14.66666667,958,0.0,0.363914373,0.636085627,0.22587269,6.072296205,1.609982501,16.73944137,8.113297643,Texas,Tarrant County,0,1,0,0,TX,Fort Worth,75.5,36.6
48439111526,6.0,2117,0.024852071,0.325443787,0.649704142,0.219354839,10.94714333,0.025855322,17.22809077,-99999.0,Texas,Tarrant County,0,1,0,0,TX,Arlington,76.2,36.1
48439111552,10.0,839,0.124324324,0.337837838,0.537837838,0.178313253,5.47695984,3.538155224,14.06647567,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,77.5,32.5
48439113002,7.333333333,401,0.213333333,0.373333333,0.413333333,0.244444444,4.371433563,2.703529984,12.94703754,-99999.0,Texas,Tarrant County,1,1,1,1,TX,Grand Prairie,74.3,39.9
48439113002,7.333333333,401,0.213333333,0.373333333,0.413333333,0.244444444,4.371433563,2.703529984,12.94703754,-99999.0,Texas,Tarrant County,1,1,1,1,TX,Arlington,74.3,32.7
48439105503,13.66666667,551,0.0,0.343023256,0.656976744,0.217228464,3.387677168,0.454969347,19.30688025,2.598919633,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,77.6,31.6
48439105405,15.0,2019,0.0,0.388952819,0.611047181,0.187096774,1.126411091,4.707606136,10.62986554,1.071178454,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,79.1,31.7
48439105406,11.83333333,882,0.048034934,0.484716157,0.467248908,0.16,18.54313478,0.084095849,19.03498805,13.45533589,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,82.0,26.9
48439111531,8.5,1222,0.0,0.226012793,0.773987207,0.181395349,6.525046541,0.65677637,16.58758315,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,80.6,31.2
48439105505,10.83333333,2096,0.030063291,0.631329114,0.338607595,0.219725343,19.85904945,0.028424212,15.74074002,6.063831893,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,78.4,32.7
48439111529,5.333333333,1948,0.010670732,0.19054878,0.798780488,0.220792079,8.500291554,0.174543974,16.86653768,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,79.8,28.8
48439121604,8.5,798,0.027027027,0.18018018,0.792792793,0.260550459,5.614625607,1.266456904,14.39857965,-99999.0,Texas,Tarrant County,0,1,0,0,TX,Arlington,73.6,36.8
48439103601,9.5,447,0.119170984,0.341968912,0.538860104,0.360902256,2.348570679,0.021016292,13.4987123,10.08782037,Texas,Tarrant County,0,1,0,1,TX,Fort Worth,69.1,53.1
48439122700,7.0,846,0.0,0.448275862,0.551724138,0.202346041,5.738182191,0.48157321,17.31144595,-99999.0,Texas,Tarrant County,0,1,0,0,TX,Arlington,76.9,33.8
48439100601,5.5,960,0.0,0.317220544,0.682779456,0.130841121,2.005999569,0.073135401,7.043989279,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,76.8,33.4
48439122002,4.833333333,458,0.0,0.426751592,0.573248408,0.24556962,6.27917916,0.054839993,18.23000094,-99999.0,Texas,Tarrant County,0,1,0,1,TX,Arlington,75.3,40.9
48439105510,11.83333333,6036,0.099075297,0.368119771,0.532804932,0.234027279,7.881178362,1.771828866,10.62927942,1.357276977,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,82.6,35.3
48439105600,11.0,1548,0.0,0.299781182,0.700218818,0.211590296,11.4307369,0.162452333,20.49191034,4.243678856,Texas,Tarrant County,0,1,0,0,TX,Fort Worth,80.2,33.6
48439111533,10.0,2452,0.021126761,0.252515091,0.726358149,0.198968312,6.846771761,1.946247927,17.36240047,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,79.2,31.1
48439121608,7.833333333,1470,0.028368794,0.20212766,0.769503546,0.168539326,6.643114296,0.786327815,15.67973534,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,80.1,30.5
48439121605,9.166666667,563,0.063973064,0.606060606,0.32996633,0.202020202,3.96347911,2.013419228,12.05136525,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,72.4,31.3
48439121606,6.166666667,769,0.0,0.166666667,0.833333333,0.198142415,3.927839911,0.168554899,12.95832525,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,80.9,30.8
48439105704,13.5,1759,0.0,0.366883117,0.633116883,0.237099024,11.23679251,4.350344343,21.12671263,12.26528801,Texas,Tarrant County,0,1,0,0,TX,Fort Worth,74.7,40.5
48439111407,7.833333333,1996,0.040336134,0.060504202,0.899159664,0.193791157,5.072787899,3.095518868,10.5445425,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,81.8,30.8
