census_tract_number,Walkability,Total Population,% 0 Vehicle HH,% 1 Vehicle HH,% 2+ Vehicle HH,% Low Wage Workers,Population Density,Employment Density,Pedestrian Network Density,Transit Frequency,state_x,county_x,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,state_y,county_y,life_expectancy,obesity
48439121904,9.666666667,2100,0.101123596,0.378812199,0.520064205,0.244596132,10.1769328,2.146848204,16.48046223,-99999.0,Texas,Tarrant County,0,1,0,0,TX,Arlington,77.4,40.8
48439121704,11.16666667,2255,0.14231738,0.465994962,0.391687657,0.255844156,15.33531171,1.978969272,17.48010274,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,75.0,42.1
48439105513,11.66666667,2188,0.137773723,0.708941606,0.153284672,0.232300885,35.35098487,2.407356831,22.97272966,10.34032464,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,74.7,34.6
48439123300,17.66666667,1112,0.131648936,0.772606383,0.095744681,0.141369048,1.739844059,19.75474019,16.86159075,40.05396392,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,78.3,28.5
48439106600,9.833333333,816,0.073446328,0.618644068,0.307909605,0.248768473,1.549813455,0.180431713,3.525941575,2.431026229,Texas,Tarrant County,0,1,0,0,TX,Fort Worth,71.7,36.3
48439103602,12.5,1108,0.136246787,0.359897172,0.503856041,0.301094891,4.868184245,1.507028155,16.99723496,24.55574527,Texas,Tarrant County,1,1,1,1,TX,Fort Worth,73.4,45.8
48439111313,6.833333333,2147,0.0,0.029268293,0.970731707,0.18495779,4.180984751,0.157736267,8.578077296,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Grand Prairie,80.4,30.8
48439123100,15.66666667,1327,0.022900763,0.559796438,0.417302799,0.334622824,3.219642742,1.450901552,12.5515695,14.64203671,Texas,Tarrant County,1,1,1,1,TX,Fort Worth,71.3,47.0
48439111513,7.5,1878,0.0,0.326007326,0.673992674,0.214932127,2.341819624,1.668452959,5.883111924,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,80.8,34.4
48439111547,5.833333333,7276,0.0,0.22985782,0.77014218,0.213164778,18.17955357,0.30482484,14.11863776,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,78.9,35.0
48439122001,6.666666667,2122,0.0,0.268738574,0.731261426,0.266594124,14.04514462,0.403748267,18.50204743,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,79.1,39.4
48439121609,8.833333333,2240,0.0,0.167803547,0.832196453,0.184210526,10.81364574,0.395856674,19.11721472,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,77.3,28.0
48439105703,17.0,2074,0.16713881,0.331444759,0.501416431,0.247524752,10.25610239,4.351673147,22.05633091,9.333867481,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,78.5,35.5
48439106002,8.833333333,1883,0.076648841,0.456327986,0.467023173,0.267759563,1.092216925,1.27260963,4.827323204,4.052174394,Texas,Tarrant County,1,1,1,0,TX,Fort Worth,73.6,47.6
48157672302,5.833333333,1171,0.0,0.322072072,0.677927928,0.168439716,8.943717989,0.297869344,17.84095941,-99999.0,Texas,Fort Bend County,0,0,0,0,TX,Sugar Land,82.9,27.1
48439121702,12.16666667,1294,0.067524116,0.495176849,0.437299035,0.24005305,1.078097679,12.19483441,14.03873918,-99999.0,Texas,Tarrant County,0,1,0,0,TX,Arlington,75.8,36.4
48439105007,8.5,2218,0.0,0.673184358,0.326815642,0.192917055,4.561726555,5.302133029,3.598282052,-99999.0,Texas,Tarrant County,1,1,1,0,TX,Fort Worth,79.7,28.0
48439123200,16.0,0,0.0,0.0,0.0,0.0,0.0,17.60432007,23.53324834,163.360481,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,80.4,37.0
48439100300,12.0,2396,0.096774194,0.249575552,0.653650255,0.22425952,10.8643571,0.104290573,20.31474188,8.221501382,Texas,Tarrant County,0,1,0,0,TX,Fort Worth,76.1,43.6
48167720600,4.833333333,3166,0.0,0.164556962,0.835443038,0.177125506,0.278777391,0.02738464,1.45102824,-99999.0,Texas,Galveston County,0,0,0,0,TX,League City,79.7,32.0
48167721400,9.0,4008,0.0,0.211103496,0.788896504,0.169230769,5.348134463,1.361052184,10.44061964,-99999.0,Texas,Galveston County,0,0,0,0,TX,League City,80.7,32.7
48439113001,6.833333333,2010,0.010989011,0.418681319,0.57032967,0.221204188,0.789509303,8.465425121,4.48602422,5.362064375,Texas,Tarrant County,0,0,0,0,TX,Grand Prairie,77.2,30.6
48439106509,10.66666667,1123,0.06,0.634545455,0.305454545,0.206730769,5.693152933,0.415706626,6.655228003,6.489079034,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,79.8,33.4
48157674000,11.83333333,3307,0.157681941,0.486522911,0.355795148,0.176821192,4.968776566,25.96474988,18.09602245,-99999.0,Texas,Fort Bend County,0,0,0,0,TX,Sugar Land,85.6,22.9
48157674100,9.833333333,2135,0.0,0.21003963,0.78996037,0.160818713,7.168164799,1.138176987,21.16204758,-99999.0,Texas,Fort Bend County,0,0,0,0,TX,Sugar Land,82.5,25.3
48439105403,12.16666667,1151,0.0,0.352422907,0.647577093,0.189655172,19.08240108,0.364737466,35.98517675,10.61054447,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,81.8,24.8
48167720501,5.5,1014,0.0,0.257053292,0.742946708,0.168110919,8.526763362,0.117726516,13.6065664,-99999.0,Texas,Galveston County,0,0,0,0,TX,League City,81.0,32.3
48167720502,8.833333333,2453,0.037990196,0.153186275,0.808823529,0.169316375,13.94036224,0.795617902,22.07804581,-99999.0,Texas,Galveston County,0,0,0,0,TX,League City,80.4,32.5
48167721201,8.5,9956,0.0,0.10478519,0.89521481,0.16683911,8.835096566,0.39401194,16.97192956,-99999.0,Texas,Galveston County,0,0,0,0,TX,League City,80.8,31.9
48167720700,11.16666667,1362,0.034865293,0.580031696,0.385103011,0.192170819,3.298405352,2.649379923,9.856638344,-99999.0,Texas,Galveston County,0,0,0,0,TX,League City,83.9,30.0
48167720800,10.83333333,1232,0.180297398,0.252788104,0.566914498,0.223491028,1.920315339,0.880664096,11.268492,-99999.0,Texas,Galveston County,0,0,0,0,TX,League City,81.6,35.2
48167721300,4.333333333,1165,0.032407407,0.365740741,0.601851852,0.165261383,3.898635767,0.177362829,11.50350999,-99999.0,Texas,Galveston County,0,0,0,0,TX,League City,78.0,33.2
48167721500,11.0,1315,0.0,0.473342003,0.526657997,0.154390935,3.695077628,1.517370281,17.68716218,-99999.0,Texas,Galveston County,0,0,0,0,TX,League City,81.0,30.2
48439111017,5.666666667,4069,0.012759171,0.233652313,0.753588517,0.183295964,1.976694236,0.039349283,6.4003266,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,79.1,31.0
48157670800,6.833333333,4562,0.05805114,0.212163096,0.729785764,0.231543624,5.880175152,0.16756308,12.55970461,-99999.0,Texas,Fort Bend County,0,0,0,0,TX,Missouri City,73.8,43.0
48157670901,7.666666667,6574,0.0,0.108395324,0.891604676,0.181461115,4.235700564,0.362102786,7.539484978,-99999.0,Texas,Fort Bend County,0,0,0,0,TX,Missouri City,80.1,28.5
48157674300,10.0,2504,0.0,0.190677966,0.809322034,0.188062142,7.344402457,2.012084699,19.54916023,-99999.0,Texas,Fort Bend County,0,0,0,0,TX,Sugar Land,80.4,23.8
48157674300,10.0,2504,0.0,0.190677966,0.809322034,0.188062142,7.344402457,2.012084699,19.54916023,-99999.0,Texas,Fort Bend County,0,0,0,0,TX,Missouri City,80.4,21.8
48157671602,10.66666667,1875,0.0,0.271623672,0.728376328,0.189939289,7.442376359,2.587962339,12.02648336,-99999.0,Texas,Fort Bend County,0,0,0,0,TX,Sugar Land,81.6,22.7
48157671700,11.33333333,1482,0.033783784,0.163851351,0.802364865,0.150803461,2.670309776,5.82170775,11.06683141,-99999.0,Texas,Fort Bend County,0,0,0,0,TX,Sugar Land,83.9,26.1
48157672800,7.166666667,8195,0.006153846,0.186373626,0.807472527,0.207859079,4.072917742,0.299691202,4.919249751,-99999.0,Texas,Fort Bend County,0,0,0,0,TX,Sugar Land,80.8,28.9
48439105404,12.0,810,0.0,0.197640118,0.802359882,0.193277311,3.287220929,0.462645908,18.52206788,2.226949335,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,83.1,26.1
48439105508,11.66666667,2819,0.037779491,0.531996916,0.430223593,0.223781998,6.771818751,7.425218786,14.93014336,2.884493626,Texas,Tarrant County,0,1,0,0,TX,Fort Worth,78.0,30.7
48167721202,8.666666667,5452,0.004154303,0.181008902,0.814836795,0.151539384,1.672199637,0.294751257,8.585197356,-99999.0,Texas,Galveston County,0,0,0,0,TX,League City,78.3,31.7
48439105901,12.5,1612,0.130434783,0.328922495,0.540642722,0.278481013,5.048289931,1.045985631,9.952361873,5.905424803,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,78.4,41.3
48439106502,11.0,871,0.0,0.420512821,0.579487179,0.206650831,5.128035761,0.123638061,15.41730755,15.07206837,Texas,Tarrant County,1,1,1,0,TX,Fort Worth,81.9,35.0
48439106507,9.166666667,967,0.318761384,0.336976321,0.344262295,0.221748401,3.988706228,0.511478358,9.851997939,5.279776493,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,77.1,31.0
48439111005,13.0,1866,0.083657588,0.038910506,0.877431907,0.245465538,2.970586228,1.39295978,6.697759609,1.018850582,Texas,Tarrant County,1,1,1,1,TX,Fort Worth,75.9,41.6
48439122400,7.833333333,780,0.097505669,0.727891156,0.174603175,0.25245098,18.39959823,2.288155164,24.20528049,-99999.0,Texas,Tarrant County,1,1,1,1,TX,Arlington,81.2,30.7
48157670101,11.16666667,2766,0.010638298,0.316489362,0.67287234,0.245266005,5.559431516,1.093395063,9.212039009,2.572694266,Texas,Fort Bend County,1,1,1,0,TX,Houston,77.6,42.5
48157670601,7.166666667,1631,0.01171875,0.18359375,0.8046875,0.226862302,5.050637146,0.650296628,10.73615583,15.85485113,Texas,Fort Bend County,0,0,0,0,TX,Missouri City,78.5,39.4
48157670601,7.166666667,1631,0.01171875,0.18359375,0.8046875,0.226862302,5.050637146,0.650296628,10.73615583,15.85485113,Texas,Fort Bend County,0,0,0,0,TX,Houston,78.5,39.9
48157670500,8.333333333,3366,0.040185471,0.248068006,0.711746522,0.241454151,3.200573373,0.94134511,11.40595509,9.677933589,Texas,Fort Bend County,0,1,0,0,TX,Missouri City,75.3,39.6
48439111540,9.166666667,3830,0.026986507,0.364317841,0.608695652,0.225422046,2.97791901,2.283589591,6.311654535,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,78.3,32.5
48439121610,13.33333333,1182,0.013544018,0.356659142,0.62979684,0.211320755,10.60229061,7.633290448,24.15516646,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,76.7,31.0
48157674601,10.16666667,1226,0.021978022,0.191208791,0.786813187,0.15448505,5.040564881,1.229305791,14.57883797,-99999.0,Texas,Fort Bend County,0,0,0,0,TX,Sugar Land,82.8,26.8
48439111541,7.666666667,1671,0.0,0.230072464,0.769927536,0.21641791,9.592065229,0.884008405,13.81917738,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,76.4,36.1
48439111543,7.0,1960,0.0,0.203767123,0.796232877,0.250291036,17.25516889,1.549443737,23.00547898,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,76.9,40.2
48439111542,6.166666667,1775,0.0,0.180434783,0.819565217,0.191549296,15.65093783,0.096991727,20.26339,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,78.0,33.2
48439111545,9.166666667,845,0.0,0.504615385,0.495384615,0.22020202,2.268457959,1.465772835,8.135728682,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,80.4,28.8
48439111546,6.0,2436,0.018324607,0.304973822,0.676701571,0.206266319,7.099186943,0.606170314,11.44316846,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,81.5,29.9
48439122600,8.5,1620,0.072196621,0.360983103,0.566820276,0.229571984,10.92329126,0.654048921,20.53604373,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Arlington,79.3,32.3
48439113923,10.33333333,2935,0.0,0.30075188,0.69924812,0.169161677,10.22085794,3.214259584,16.69830137,-99999.0,Texas,Tarrant County,0,0,0,0,TX,Fort Worth,81.8,28.8
48157672400,10.66666667,3268,0.0,0.136787565,0.863212435,0.226804124,10.19923145,1.988038688,16.12906918,-99999.0,Texas,Fort Bend County,0,0,0,0,TX,Houston,82.0,32.5
48157671800,6.833333333,1729,0.0,0.16254417,0.83745583,0.196125908,1.290504418,3.339338789,6.140254292,-99999.0,Texas,Fort Bend County,1,1,1,0,TX,Missouri City,81.4,35.9
48157670700,6.5,4028,0.016296296,0.133333333,0.85037037,0.162270184,1.827387641,0.382898503,8.296605742,-99999.0,Texas,Fort Bend County,0,0,0,0,TX,Pearland,78.6,28.3
48157670700,6.5,4028,0.016296296,0.133333333,0.85037037,0.162270184,1.827387641,0.382898503,8.296605742,-99999.0,Texas,Fort Bend County,0,0,0,0,TX,Missouri City,78.6,34.6
48157670700,6.5,4028,0.016296296,0.133333333,0.85037037,0.162270184,1.827387641,0.382898503,8.296605742,-99999.0,Texas,Fort Bend County,0,0,0,0,TX,Houston,78.6,37.7
51740210600,11.16666667,1038,0.019073569,0.378746594,0.602179837,0.274553571,6.908596836,0.146424981,18.87206648,18.09133794,Virginia,Portsmouth city,0,0,0,0,VA,Portsmouth,75.3,34.6
51510200900,15.66666667,1241,0.019955654,0.210643016,0.76940133,0.16500994,6.509833199,1.332391324,21.05876813,16.78603242,Virginia,Alexandria city,0,0,0,0,VA,Alexandria,82.9,23.7
51740213103,3.666666667,539,0.027874564,0.31010453,0.662020906,0.23006135,2.632354412,0.04395397,11.91669235,22.91076256,Virginia,Portsmouth city,0,0,0,0,VA,Portsmouth,79.2,35.5
51740213001,6.333333333,2990,0.02862254,0.260286225,0.711091234,0.229482072,2.065790937,0.705408878,7.937308109,-99999.0,Virginia,Portsmouth city,0,0,0,0,VA,Portsmouth,79.7,31.3
51740212400,14.16666667,941,0.065315315,0.394144144,0.540540541,0.279359431,4.403588667,2.063743467,9.668960545,11.9769737,Virginia,Portsmouth city,0,0,0,0,VA,Portsmouth,71.8,43.4
51740211600,9.333333333,991,0.13225058,0.429234339,0.438515081,0.263681592,8.519088005,0.61894484,25.23334394,-99999.0,Virginia,Portsmouth city,0,1,0,1,VA,Portsmouth,74.4,34.6
51740213200,16.33333333,850,0.206779661,0.369491525,0.423728814,0.340336134,7.766682285,3.435614752,26.86915582,31.68486004,Virginia,Portsmouth city,0,1,0,0,VA,Portsmouth,71.6,35.9
51740212802,10.33333333,1041,0.068093385,0.196498054,0.73540856,0.192523364,2.181332413,0.104771009,12.05515386,2.681623293,Virginia,Portsmouth city,0,0,0,0,VA,Portsmouth,77.2,33.9
51740211800,9.5,665,0.702898551,0.297101449,0.0,0.378109453,7.119982566,0.053533704,13.37625517,38.85262066,Virginia,Portsmouth city,0,1,0,1,VA,Portsmouth,67.3,50.7
51740210900,16.0,1559,0.096629213,0.588764045,0.314606742,0.249643367,12.32081025,8.20333614,18.10419439,134.5535216,Virginia,Portsmouth city,0,0,0,0,VA,Portsmouth,75.9,34.4
51740212701,13.33333333,935,0.15755627,0.183279743,0.659163987,0.328947368,7.893785278,0.489667964,15.85483657,63.43797342,Virginia,Portsmouth city,0,0,0,0,VA,Portsmouth,73.3,41.7
51740212300,14.16666667,818,0.192028986,0.358695652,0.449275362,0.338785047,11.39664966,0.390105367,28.64676865,17.18926795,Virginia,Portsmouth city,0,1,0,0,VA,Portsmouth,71.4,40.4
51510200801,13.33333333,1394,0.088235294,0.18907563,0.722689076,0.185314685,5.356797696,0.787764367,14.04240114,60.12780504,Virginia,Alexandria city,0,0,0,0,VA,Alexandria,85.4,25.1
51510200802,16.5,651,0.104693141,0.566787004,0.328519856,0.156732892,8.577608244,5.942398338,18.81118381,120.8401855,Virginia,Alexandria city,0,0,0,0,VA,Alexandria,80.5,28.0
51510200703,13.83333333,1014,0.075441413,0.622792937,0.30176565,0.121428571,16.74689684,2.840696505,11.08596059,153.31258,Virginia,Alexandria city,0,0,0,0,VA,Alexandria,81.3,27.9
51740213002,12.66666667,754,0.064189189,0.162162162,0.773648649,0.249201278,3.248876521,0.370561513,15.36468251,10.0794476,Virginia,Portsmouth city,0,0,0,0,VA,Portsmouth,76.6,31.5
51740210300,6.0,708,0.043165468,0.208633094,0.748201439,0.267639903,5.964152826,0.219022561,21.1076282,-99999.0,Virginia,Portsmouth city,1,1,1,0,VA,Portsmouth,78.3,37.0
51740211900,14.83333333,732,0.138655462,0.205882353,0.655462185,0.370460048,5.760013486,0.495738866,17.3434905,28.55455866,Virginia,Portsmouth city,0,1,0,0,VA,Portsmouth,67.9,43.7
51510200600,17.5,608,0.043478261,0.114130435,0.842391304,0.200636943,9.335570342,1.642937544,20.38434329,141.6538471,Virginia,Alexandria city,0,0,0,0,VA,Alexandria,80.4,30.1
51510200407,12.16666667,876,0.0,0.604456825,0.395543175,0.207407407,87.9588722,3.313519158,7.898229491,539.9750899,Virginia,Alexandria city,0,0,0,0,VA,Alexandria,82.1,29.4
51510202001,17.66666667,624,0.028571429,0.53968254,0.431746032,0.120845921,13.90036607,8.531795197,29.0830385,304.0972392,Virginia,Alexandria city,0,0,0,0,VA,Alexandria,79.9,22.7
51510200302,12.5,1954,0.021582734,0.152517986,0.825899281,0.189122373,6.78178086,0.343600975,17.70001942,72.86274414,Virginia,Alexandria city,0,0,0,0,VA,Alexandria,81.6,29.6
51510200702,16.16666667,4731,0.096188748,0.727767695,0.176043557,0.112975391,17.17024361,28.85660684,14.15116855,256.3659525,Virginia,Alexandria city,0,0,0,0,VA,Alexandria,86.0,22.9
51740211500,15.16666667,1339,0.247401247,0.330561331,0.422037422,0.328070175,12.66032293,1.597904836,28.02863847,6.05123725,Virginia,Portsmouth city,0,0,0,0,VA,Portsmouth,66.1,41.6
51740212702,12.66666667,2009,0.016011645,0.410480349,0.573508006,0.307346327,9.772408506,0.321044779,17.79833446,17.65162568,Virginia,Portsmouth city,1,1,1,1,VA,Portsmouth,68.6,41.8
51740212600,13.5,726,0.134185304,0.332268371,0.533546326,0.282978723,7.741768719,0.725124343,23.0844075,31.86978569,Virginia,Portsmouth city,0,1,0,0,VA,Portsmouth,69.3,41.6
51740212500,12.0,2116,0.102791878,0.398477157,0.498730964,0.280082988,3.970510356,1.382923503,14.08360113,8.802673999,Virginia,Portsmouth city,0,1,0,0,VA,Portsmouth,71.6,39.3
51510201000,12.66666667,1402,0.006030151,0.782914573,0.211055276,0.134295228,12.7549356,5.777021475,13.54627612,335.784142,Virginia,Alexandria city,0,0,0,0,VA,Alexandria,79.3,23.0
51510201100,11.66666667,1191,0.034229829,0.579462103,0.386308068,0.148809524,20.31780229,0.443545642,18.29414522,243.79998,Virginia,Alexandria city,0,0,0,0,VA,Alexandria,84.4,25.7
51510201202,12.83333333,840,0.022508039,0.324758842,0.652733119,0.147505423,21.84599495,0.234064232,21.25624448,227.5312388,Virginia,Alexandria city,0,0,0,0,VA,Alexandria,84.1,23.6
51510201203,15.5,2343,0.32503888,0.461897356,0.213063764,0.189915966,57.79340816,8.041250986,18.69942919,257.7936267,Virginia,Alexandria city,0,0,0,0,VA,Alexandria,77.6,33.7
51740210500,17.16666667,2138,0.402739726,0.490410959,0.106849315,0.368804665,8.626973228,5.967864081,21.26674074,23.86284468,Virginia,Portsmouth city,0,1,0,0,VA,Portsmouth,72.8,49.6
51740213101,11.16666667,1336,0.10899654,0.527681661,0.363321799,0.286833856,12.26728032,0.266280785,14.30096455,5.876541468,Virginia,Portsmouth city,0,1,0,0,VA,Portsmouth,73.2,40.0
51740211700,10.83333333,524,0.529411765,0.411764706,0.058823529,0.322766571,3.143029684,0.095970372,14.74301255,24.38995031,Virginia,Portsmouth city,0,1,0,1,VA,Portsmouth,70.3,48.1
51740213104,4.833333333,1497,0.0,0.183333333,0.816666667,0.263076923,4.367788846,0.043765419,9.141496043,-99999.0,Virginia,Portsmouth city,0,0,0,0,VA,Portsmouth,75.9,39.6
51740212100,15.83333333,402,0.238095238,0.529761905,0.232142857,0.365853659,2.013639506,7.799096297,14.32270466,76.93906174,Virginia,Portsmouth city,1,1,1,1,VA,Portsmouth,67.6,51.8
51740212801,15.33333333,1854,0.04539559,0.457846952,0.496757458,0.294565217,6.899850296,2.824695995,11.11506244,4.76365069,Virginia,Portsmouth city,0,1,0,0,VA,Portsmouth,73.5,40.4
51510201300,17.16666667,927,0.0,0.493975904,0.506024096,0.16700611,10.57468515,7.757050599,19.75005097,141.1235652,Virginia,Alexandria city,0,0,0,0,VA,Alexandria,81.2,24.4
51510201400,17.33333333,1517,0.0,0.354661792,0.645338208,0.125,14.84167634,9.020451935,27.22379928,70.94262589,Virginia,Alexandria city,0,0,0,0,VA,Alexandria,79.7,24.8
51510201500,12.5,1589,0.0,0.204705882,0.795294118,0.126785714,10.56892686,3.551797951,18.49364542,464.1352347,Virginia,Alexandria city,0,0,0,0,VA,Alexandria,80.0,23.1
51510201600,17.16666667,844,0.117647059,0.53869969,0.343653251,0.201877934,26.04938344,2.932098847,24.38264832,1949.037091,Virginia,Alexandria city,0,0,0,0,VA,Alexandria,80.5,27.2
51510201801,16.0,672,0.105802048,0.351535836,0.542662116,0.151006711,28.90066515,9.418520338,37.14903982,571.1746496,Virginia,Alexandria city,0,0,0,0,VA,Alexandria,82.2,25.0
51510201802,18.5,804,0.044186047,0.460465116,0.495348837,0.14893617,18.39956299,39.93437489,41.24740996,250.223847,Virginia,Alexandria city,0,0,0,0,VA,Alexandria,81.4,27.8
51510201900,19.83333333,747,0.115681234,0.503856041,0.380462725,0.139751553,10.17110744,99.60060362,37.35354463,174.0969996,Virginia,Alexandria city,0,0,0,0,VA,Alexandria,84.6,22.4
51510202002,16.5,1479,0.086142322,0.441947566,0.471910112,0.126153846,23.13265947,5.239649034,20.90532381,91.85665223,Virginia,Alexandria city,0,0,0,0,VA,Alexandria,83.2,24.1
51740210400,15.0,1322,0.130168453,0.404287902,0.465543645,0.25256975,6.486296076,0.323824161,23.01396619,10.73144513,Virginia,Portsmouth city,0,0,0,0,VA,Portsmouth,78.2,33.0
51510200103,14.33333333,2523,0.168728909,0.456692913,0.374578178,0.234465617,66.96512925,0.424669864,32.99609326,905.9057548,Virginia,Alexandria city,0,1,0,0,VA,Alexandria,79.2,33.8
51510200201,18.16666667,1028,0.073825503,0.648769575,0.277404922,0.139673105,3.261052992,3.324497602,15.9234032,63.60702893,Virginia,Alexandria city,0,0,0,0,VA,Alexandria,84.2,24.6
51510200202,11.66666667,753,0.0,0.294314381,0.705685619,0.121495327,5.012366432,0.199695874,13.55908262,83.18544258,Virginia,Alexandria city,0,0,0,0,VA,Alexandria,82.9,23.2
51510200303,17.83333333,1302,0.07518797,0.684210526,0.240601504,0.184615385,19.85942214,8.465421878,16.53338202,484.874967,Virginia,Alexandria city,0,1,0,1,VA,Alexandria,81.4,28.6
51510200406,17.66666667,1446,0.236394558,0.362244898,0.401360544,0.169459963,24.83072516,10.64664564,13.15114006,710.7288503,Virginia,Alexandria city,0,0,0,0,VA,Alexandria,82.8,31.2
51510200500,11.16666667,1317,0.143523921,0.630105018,0.226371062,0.195431472,23.65247907,0.84408999,13.39529554,191.6048358,Virginia,Alexandria city,0,0,0,0,VA,Alexandria,79.0,32.4
51510200102,19.0,738,0.0,0.459821429,0.540178571,0.236263736,35.76178031,8.237808474,31.98989947,454.9596247,Virginia,Alexandria city,0,0,0,0,VA,Alexandria,82.5,30.8
51740211400,14.66666667,1227,0.161825726,0.419087137,0.419087137,0.354679803,10.54462495,1.142978907,23.72606294,55.00048876,Virginia,Portsmouth city,0,0,0,0,VA,Portsmouth,72.9,46.9
51510200105,8.666666667,1496,0.150259067,0.531088083,0.31865285,0.221421215,108.3589107,3.838918627,0.234096534,3013.18896,Virginia,Alexandria city,0,0,0,0,VA,Alexandria,75.4,34.2
51510200301,12.66666667,2101,0.06462585,0.453514739,0.48185941,0.181581234,18.31212407,4.384102051,7.824222444,357.0036183,Virginia,Alexandria city,0,1,0,0,VA,Alexandria,80.5,26.9
51510200404,14.5,3575,0.008201523,0.471001757,0.520796719,0.1374829,31.12890475,3.465539606,32.5612215,126.8607709,Virginia,Alexandria city,0,0,0,0,VA,Alexandria,80.9,23.7
51510201204,15.0,2247,0.131198347,0.637396694,0.231404959,0.165374677,44.06761433,6.922949647,22.30306348,363.9941798,Virginia,Alexandria city,0,0,0,0,VA,Alexandria,77.4,30.0
51510200106,13.66666667,899,0.27154047,0.352480418,0.375979112,0.210526316,13.23772416,14.16539559,11.38650213,521.4279173,Virginia,Alexandria city,0,0,0,0,VA,Alexandria,80.2,25.6
12111381503,8.0,3898,0.0,0.315490673,0.684509327,0.242061114,5.262201187,0.240295488,16.55436132,-99999.0,Florida,St. Lucie County,0,0,0,0,FL,Port St. Lucie,78.0,31.9
12111381603,7.5,785,0.168439716,0.631205674,0.20035461,0.272189349,2.254563613,1.625583446,13.55801254,-99999.0,Florida,St. Lucie County,1,1,1,1,FL,Port St. Lucie,78.2,28.8
12111382008,8.5,2728,0.02894356,0.222865412,0.748191027,0.244755245,6.623578765,0.514735593,17.02116549,-99999.0,Florida,St. Lucie County,0,0,0,0,FL,Port St. Lucie,76.6,30.9
12111381802,10.0,2903,0.12883959,0.37116041,0.5,0.22945966,5.257956182,6.308460689,17.78687041,-99999.0,Florida,St. Lucie County,0,1,0,1,FL,Port St. Lucie,75.4,32.0
12111381900,8.333333333,1459,0.0,0.25631769,0.74368231,0.214689266,2.192838627,0.954388299,10.03692941,-99999.0,Florida,St. Lucie County,0,0,0,0,FL,Port St. Lucie,81.6,27.2
12111382009,6.666666667,968,0.041575492,0.575492341,0.382932166,0.267634855,5.246066338,0.742470133,13.76285947,-99999.0,Florida,St. Lucie County,0,1,0,0,FL,Port St. Lucie,77.8,31.9
12111382002,5.333333333,1381,0.066810345,0.521551724,0.411637931,0.248459959,7.751057753,0.03928849,19.42945985,-99999.0,Florida,St. Lucie County,0,0,0,0,FL,Port St. Lucie,80.4,33.1
12111382003,6.5,2348,0.087649402,0.294820717,0.61752988,0.230496454,5.116186905,0.163421643,13.92849974,-99999.0,Florida,St. Lucie County,0,0,0,0,FL,Port St. Lucie,78.0,31.8
12111382006,8.5,3388,0.014939309,0.281045752,0.704014939,0.232352941,4.85093077,0.748830222,15.97292961,-99999.0,Florida,St. Lucie County,0,0,0,0,FL,Port St. Lucie,81.9,29.8
12111382113,8.833333333,2418,0.036144578,0.361445783,0.602409639,0.227204783,5.202021293,0.75943487,13.34352777,-99999.0,Florida,St. Lucie County,0,0,0,0,FL,Port St. Lucie,79.4,34.2
12111382111,7.5,4298,0.016405136,0.383737518,0.599857347,0.230724638,4.700776296,0.155307174,17.04700806,-99999.0,Florida,St. Lucie County,0,0,0,0,FL,Port St. Lucie,78.9,33.2
12111381803,7.0,2693,0.009389671,0.395305164,0.595305164,0.234177215,4.313220672,0.102505059,16.66305094,-99999.0,Florida,St. Lucie County,0,0,0,0,FL,Port St. Lucie,80.0,30.5
12111381804,5.333333333,2943,0.043824701,0.326693227,0.629482072,0.251944012,4.926895039,0.115513339,17.90108528,-99999.0,Florida,St. Lucie County,1,1,1,0,FL,Port St. Lucie,74.3,33.2
12111382106,7.666666667,6532,0.0,0.191794365,0.808205635,0.233619345,5.094746384,0.307307115,17.04163822,-99999.0,Florida,St. Lucie County,0,0,0,0,FL,Port St. Lucie,77.9,33.3
