% 0 Vehicle HH,LILATracts_halfAnd10,Employment Density,Pedestrian Network Density,Walkability,Transit Frequency,Rate of Obesity Predictions
0.199637024,1,18.27613952,9.372793469,14.5,27.89363106,35.292999999999985
0.0,0,0.46227239,14.63130472,7.833333333,-99999.0,27.03199999999999
0.0,0,0.151171408,26.44997023,13.16666667,47.52485467,30.082000000000015
0.0,0,1.99962875,16.80978771,7.333333333,-99999.0,31.039000000000005
0.0,0,0.088901284,9.606679484,4.166666667,-99999.0,29.594166666666656
0.036199095,0,0.980459939,18.12135108,12.66666667,64.69014245,29.512999999999984
0.085106383,1,1.153199915,18.20902961,13.83333333,6.700938503,39.93699999999999
0.0,0,0.171638917,15.93129933,7.833333333,-99999.0,30.42399999999999
0.563106796,0,0.417509783,39.17436161,14.5,854.6297037,46.69700000000001
0.0,0,0.39401194,16.97192956,8.5,-99999.0,28.789
0.035460993,0,0.834548583,17.29243611,8.166666667,-99999.0,29.50399999999999
0.0,0,0.157736267,8.578077296,6.833333333,-99999.0,27.307499999999976
0.577540107,1,0.523852411,14.12621571,14.0,188.5468505,47.349999999999994
0.027027027,0,0.663946654,16.49889939,9.5,-99999.0,30.101499999999998
0.142553191,0,1.427742207,9.129027928,12.16666667,94.93558571,34.209
0.229268293,1,0.551333425,14.20739892,13.0,58.89233087,39.76599999999999
0.052401747,1,0.122936795,13.16442581,8.5,5.455987404,40.224000000000004
0.012480499,0,9.814896711,12.96241082,14.5,3.539862079,29.31350000000001
0.01509434,0,0.030233984,8.620049031,6.833333333,0.511999666,31.72950000000001
0.0,0,0.137717201,16.08233395,7.0,-99999.0,31.557
0.0,1,1.128722892,16.14758129,13.5,13.75966954,37.133999999999986
0.0,0,0.187523598,6.141894293,4.833333333,-99999.0,28.714000000000002
0.025125628,0,22.76590618,3.029593267,8.0,-99999.0,28.613000000000007
0.105802048,0,9.418520338,37.14903982,16.0,571.1746496,26.467666666666677
0.021201413,1,0.212220794,6.169027783,5.5,5.926068456,37.971
0.063973064,0,2.013419228,12.05136525,9.166666667,-99999.0,28.46100000000001
0.0,1,0.914419337,20.70238617,13.5,14.10188857,35.19100000000001
0.016296296,0,0.382898503,8.296605742,6.5,-99999.0,31.104449999999996
0.053932584,0,0.557671429,8.507582813,7.0,-99999.0,28.225999999999996
0.192579505,0,5.303763731,13.80682467,7.166666667,-99999.0,33.023
0.530744337,0,5.718039767,7.163843757,15.0,416.5161128,42.95699999999999
0.016233766,0,0.359804063,7.499181553,7.5,0.552989183,29.11625
0.03950104,0,1.100018187,14.24872287,12.33333333,19.02734135,30.777499999999986
0.079096045,0,2.149187611,23.70639237,15.5,25.87767592,32.605
0.148058252,1,0.653488148,19.64881831,15.33333333,13.12801624,40.588999999999984
0.136246787,1,1.507028155,16.99723496,12.5,24.55574527,42.405000000000015
0.0,0,0.082148336,7.431427556,6.333333333,-99999.0,27.71599999999999
0.021978022,0,1.229305791,14.57883797,10.16666667,-99999.0,27.783416666666653
0.138964578,1,4.115440792,9.943784422,10.83333333,9.066719817,36.58799999999998
0.0,0,0.403748267,18.50204743,6.666666667,-99999.0,31.59500000000001
0.255924171,1,0.351679359,14.77579059,13.66666667,43.56286259,44.291000000000025
0.445,1,3.314826364,20.39359954,16.16666667,127.8535581,45.06099999999999
0.252307692,0,2.798088711,20.38743159,15.0,59.34878004,39.327999999999996
0.097256858,1,0.447170852,19.39808409,11.66666667,15.46969435,40.066999999999986
0.0,0,0.166760776,12.48612551,6.833333333,-99999.0,28.944999999999972
0.0,1,0.054839993,18.23000094,4.833333333,-99999.0,36.137000000000015
0.143382353,0,7.488008944,15.60316091,17.5,46.03790252,33.39799999999999
0.129277567,1,1.56246638,11.08557067,14.16666667,31.0255855,43.46999999999999
0.041795666,0,1.53784277,12.65333831,7.833333333,-99999.0,27.643833333333326
0.035767511,0,2.586673903,17.00545633,9.333333333,-99999.0,28.25400000000001
0.0,0,0.71887352,10.10577059,6.166666667,-99999.0,29.64599999999999
0.0,0,6.49255872,11.20476831,14.5,42.83719911,30.33416666666666
0.170520231,0,4.833009394,8.716094321,8.0,-99999.0,31.79899999999998
0.0,0,3.813896751,26.42359271,13.16666667,8.260216313,29.551000000000013
0.205240175,0,2.327073817,23.10910063,14.33333333,13.00663337,34.84699999999997
0.164079823,0,0.190135633,17.1539598,12.83333333,260.0099534,31.98999999999998
0.192028986,1,0.390105367,28.64676865,14.16666667,17.18926795,40.67699999999999
0.024691358,0,1.185304525,10.21387995,9.166666667,2.503613519,29.103083333333338
0.138497653,1,16.1007376,25.28697772,13.5,27.93826199,34.61800000000001
0.041450777,1,0.229589451,22.02421461,13.0,73.46862437,42.034
0.048582996,1,1.561867811,15.61778703,10.16666667,-99999.0,35.83700000000002
0.216718266,1,4.87759535,22.80352683,18.16666667,59.12236788,35.692
0.0,0,4.707606136,10.62986554,15.0,1.071178454,28.635500000000008
0.010416667,0,1.202532102,10.6843507,14.5,19.2400908,29.107666666666663
0.063414634,1,0.306239698,17.1992635,12.16666667,3.011375031,39.532999999999994
0.0,0,1.564680646,11.15172534,11.33333333,35.34241521,29.558999999999987
0.010695187,0,4.24760998,5.627216746,6.833333333,1.053262451,31.09099999999999
0.144124169,1,2.376082995,10.75836448,10.83333333,54.05557132,36.783999999999985
0.466666667,1,0.323494092,8.363580326,12.16666667,38.0518292,44.26199999999998
0.240549828,1,6.914898669,17.55464848,14.83333333,102.0445804,36.37899999999998
0.012759171,0,0.039349283,6.4003266,5.666666667,-99999.0,31.68233333333332
0.416988417,1,7.211219762,20.71575152,18.66666667,32.23269629,40.06800000000002
0.0,0,0.112097544,6.260581975,5.833333333,-99999.0,30.334
0.055172414,1,0.056405478,0.87791659,3.5,0.104333833,44.429
0.774410774,0,177.820651,17.9907913,13.83333333,1332.608656,41.94199999999998
0.051575931,0,24.62093274,21.15481472,18.33333333,207.1191132,26.414000000000005
0.180497925,0,4.029309943,13.76560193,18.33333333,3.536882892,32.79700000000001
0.021978022,1,0.813305099,18.49293683,15.16666667,18.16071035,37.951
0.0,1,0.289046398,16.99286346,15.33333333,29.50614423,36.672999999999995
0.012003001,0,1.901897712,13.68252099,9.666666667,-99999.0,27.68757142857144
0.010670732,0,0.174543974,16.86653768,5.333333333,-99999.0,31.291999999999977
0.0,1,1.622288708,10.21962867,8.166666667,-99999.0,31.14400000000001
0.015202703,0,3.669648646,12.60847303,8.333333333,-99999.0,28.146999999999988
0.162698413,0,0.922244775,27.29131723,15.16666667,57.38166735,34.644000000000005
0.038461538,0,1.503501085,12.68178251,13.83333333,7.354784941,31.46274999999998
0.0,0,1.801697641,14.44022047,7.5,-99999.0,29.441333333333322
0.012032086,0,3.823070171,3.669788747,8.166666667,-99999.0,29.07449999999998
0.018691589,0,0.819286929,21.01864068,16.0,42.08529057,28.951
0.037634409,0,1.85990405,19.75727038,17.16666667,44.08661452,30.262000000000015
0.811659193,1,4.626586676,24.77190171,16.33333333,466.300008,47.06899999999998
0.034416826,1,0.432892599,21.17527183,13.5,12.31338947,39.66499999999999
0.028813559,0,1.083687647,22.39903239,9.333333333,-99999.0,29.158
0.035040431,1,2.153258123,17.25194038,15.0,13.57319135,38.036000000000016
0.040540541,0,0.357056536,12.57079274,5.0,-99999.0,30.738000000000007
0.374384236,0,20.07862796,14.75329328,17.0,1092.648073,35.26099999999999
0.028282828,0,1.438135308,13.5243637,13.33333333,14.31492324,30.785999999999976
0.06462585,1,4.384102051,7.824222444,12.66666667,357.0036183,34.579999999999984
0.0,0,7.850349139,17.78367865,10.33333333,-99999.0,28.081249999999983
0.149473684,0,9.272051256,14.25682129,15.5,8.122387385,32.758
0.008561644,1,0.105335252,9.914761047,10.66666667,1.348291222,41.26000000000002
0.022900763,1,1.450901552,12.5515695,15.66666667,14.64203671,40.18900000000001
0.04,0,2.76311234,8.870167799,7.333333333,-99999.0,31.45699999999998
0.534435262,0,4.958983582,17.26385045,18.5,303.6250527,40.82200000000001
0.030100334,1,0.953045712,21.19769145,13.5,57.57052085,38.02899999999998
0.013127413,1,11.88617722,19.80340476,10.66666667,-99999.0,33.00699999999997
0.111111111,0,1.421278071,3.788958367,14.66666667,3.428621281,29.809
0.099075297,0,1.771828866,10.62927942,11.83333333,1.357276977,31.165500000000005
0.015873016,1,0.534467782,10.08790527,9.833333333,42.86659043,39.257000000000005
0.0,0,0.541968187,15.8301274,7.833333333,-99999.0,29.63199999999999
0.195402299,0,14.49658282,12.60339002,15.83333333,165.2183772,31.019000000000005
0.010318143,0,1.026701382,12.63164926,7.833333333,-99999.0,29.205
0.0,1,4.809455575,12.02854113,10.83333333,-99999.0,31.646999999999995
0.028265107,0,2.769343908,7.608842923,8.666666667,-99999.0,28.25933333333332
0.436305732,1,4.797457608,15.92354194,14.0,8.633395171,40.568999999999996
