life_expectancy,% 0 Vehicle HH,LILATracts_halfAnd10,Pedestrian Network Density,Employment Density,Walkability,Transit Frequency
76.0,0.056842105,1,5.897135502,1.862997049,11.16666667,0.42981321
77.1,0.018045113,1,9.868556742,2.257045125,8.0,-99999.0
80.5,0.021276596,0,15.94895333,0.378972838,11.16666667,7.106073142
76.0,0.042821159,1,16.62489547,0.684239224,13.33333333,17.40200299
75.9,0.138497653,1,25.28697772,16.1007376,13.5,27.93826199
71.1,0.028653295,1,4.41293555,0.631503382,6.833333333,0.600162369
69.5,0.346525097,1,11.01381304,0.84448203,10.66666667,178.7069405
74.3,0.334507042,0,11.11869315,1.330058341,13.16666667,44.42819075
72.3,0.0,1,8.969512095,8.326324397,8.333333333,7.581439
72.2,0.427966102,0,23.23688522,4.740917318,16.83333333,95.24469046
73.0,0.352546917,0,20.71648006,47.53066536,19.83333333,637.4818357
85.8,0.14198783,0,15.10206017,1.137160913,14.83333333,131.6324781
82.9,0.1,0,17.38330806,0.739609369,11.33333333,52.94812375
87.3,0.194042553,1,19.15655086,0.603489636,13.0,39.65474922
81.4,0.0,1,16.99286346,0.289046398,15.33333333,29.50614423
78.7,0.070539419,1,9.730850537,0.853242321,9.5,34.68631543
67.9,0.291089109,0,18.64261246,3.656673065,13.33333333,768.9461073
73.5,0.354330709,0,24.90188092,1.047188333,14.0,952.6803786
68.1,0.423982869,0,10.78040287,14.55735675,16.16666667,457.7445203
78.6,0.290909091,1,25.59434704,11.21863359,17.5,84.8867141
75.7,0.047945205,1,19.50166347,0.430738681,14.16666667,67.73715421
76.7,0.334801762,0,22.15770202,4.450315264,16.0,706.9225506
75.0,0.286549708,0,18.29935559,13.43184772,16.33333333,104.4659733
69.1,0.446428571,1,19.70481,0.413848021,14.33333333,1011.294074
67.4,0.842105263,0,19.59446519,3.618671599,17.33333333,690.7218771
69.2,0.158914729,1,13.81926574,3.491813935,16.83333333,65.92332672
71.8,0.264197531,1,11.38768077,1.063470542,10.5,28.14700799
75.3,0.275547445,1,23.06667663,0.0,11.66666667,27.26764488
80.5,0.179028133,0,22.35267228,0.947308954,13.33333333,205.2213377
73.1,0.088709677,1,17.09499266,2.67430859,15.0,48.21288726
76.1,0.146496815,0,19.42931514,0.098518169,10.16666667,51.88994712
77.0,0.05988024,1,17.04296547,0.097363386,10.0,220.4797339
75.7,0.164079823,0,17.1539598,0.190135633,12.83333333,260.0099534
74.4,0.181229773,1,5.752691938,0.0,7.0,49.48210653
75.9,0.222477064,0,12.09365301,1.541489311,12.0,105.6331686
76.7,0.144124169,1,10.75836448,2.376082995,10.83333333,54.05557132
71.7,0.115631692,1,12.6411959,7.357558553,15.5,166.6746118
79.9,0.143382353,0,15.60316091,7.488008944,17.5,46.03790252
78.3,0.33877551,0,31.60520818,23.44554784,15.33333333,1015.791688
71.7,0.563106796,0,39.17436161,0.417509783,14.5,854.6297037
69.2,0.568561873,1,19.58776569,4.05100157,16.83333333,1107.215092
71.7,0.567708333,1,36.14547235,2.08244174,14.5,726.249904
75.4,0.100609756,0,33.54326475,5.986299013,17.66666667,704.6823489
76.9,0.128526646,0,11.61767406,0.165085423,10.33333333,122.0303503
74.3,0.054545455,0,20.49399189,0.110769583,12.83333333,61.39293362
80.0,0.049382716,0,19.0117108,5.248444197,17.5,133.7869625
77.2,0.126262626,1,14.30882026,3.289849956,14.16666667,129.6486957
71.9,0.055335968,1,8.949415253,1.606622575,15.0,470.0518621
70.4,0.848,0,18.21117545,1.885580907,14.33333333,246.1551527
73.1,0.863425926,0,30.45146595,0.107862997,13.0,587.0207036
68.6,0.317880795,1,34.65274476,0.373232801,13.66666667,1883.130702
69.7,0.666666667,0,22.52451093,2.254565213,15.5,609.2336219
71.3,0.198051948,1,23.61976583,0.271694543,12.0,173.8845075
71.2,0.216718266,1,22.80352683,4.87759535,18.16666667,59.12236788
68.1,0.12345679,1,29.92589061,2.296061756,17.16666667,128.8694796
80.1,0.037267081,0,19.45619424,6.113217531,18.16666667,59.27968515
63.6,0.381818182,0,26.70777684,13.45143343,14.0,571.3891149
72.1,0.669172932,0,13.32287244,0.095437052,11.5,495.3564737
73.5,0.050147493,0,15.80399558,0.150243587,12.83333333,106.8398839
69.3,0.167346939,1,11.99655639,1.331790577,14.83333333,34.16885169
72.1,0.262008734,1,11.08469768,3.134182016,13.33333333,36.95378595
70.0,0.234463277,1,14.60277888,0.168529291,11.5,199.1199058
75.7,0.096418733,0,13.62727525,1.67179284,12.33333333,140.3209728
74.9,0.076628352,0,20.2762204,0.327651511,11.16666667,11.03668256
75.0,0.081871345,1,14.90323914,3.307894264,14.5,100.7823651
74.2,0.072948328,1,10.64027382,3.073798755,15.83333333,183.4963439
76.7,0.0,0,14.72645076,1.782939033,12.5,47.7699288
74.3,0.246268657,0,10.10871361,1.93612333,14.16666667,104.3719407
69.9,0.063424947,1,30.48128406,15.13895516,17.16666667,309.536646
72.2,0.300263389,0,17.29372638,2.274173763,13.0,53.41178991
70.8,0.327433628,1,14.25140594,0.0,12.33333333,452.2236613
68.4,0.449227373,1,16.05399918,4.563484462,12.0,123.2895369
73.7,0.194029851,1,11.57560793,0.084220665,11.5,61.10819171
71.8,0.232142857,1,4.018245416,0.11902078,12.66666667,457.0397947
76.4,0.451908397,0,21.89103525,48.53659812,16.66666667,1564.747405
67.5,0.253012048,1,17.0456479,0.095896953,12.0,471.3355897
67.9,0.454237288,1,31.66630384,0.911919005,15.16666667,950.989668
73.1,0.233160622,1,29.45716746,2.195587225,14.83333333,448.1288986
69.5,0.522648084,0,21.14314461,4.08539395,17.0,1329.737368
71.4,0.530744337,0,7.163843757,5.718039767,15.0,416.5161128
74.3,0.217592593,1,21.63092969,5.790754143,18.5,590.0746121
67.9,0.534435262,0,17.26385045,4.958983582,18.5,303.6250527
80.1,0.374384236,0,14.75329328,20.07862796,17.0,1092.648073
72.5,0.239631336,0,23.37464979,33.26512803,19.0,484.9059878
73.7,0.509433962,1,17.4169789,2.562330351,13.5,209.9061024
76.0,0.244053775,1,9.785595666,0.609154484,10.5,54.66151756
76.9,0.216704289,1,13.93816525,2.069601063,15.5,388.6885692
67.7,0.577540107,1,14.12621571,0.523852411,14.0,188.5468505
77.6,0.222222222,0,6.263329632,7.756342669,12.0,175.3310131
66.1,0.56626506,0,17.88234355,0.975583791,14.66666667,338.9456829
70.2,0.148230088,1,16.48820555,0.067149515,11.33333333,205.2805425
72.5,0.256830601,1,24.60699291,1.873726663,14.0,90.95163553
78.7,0.018456376,0,12.83579983,14.19371949,15.0,33.03040341
86.0,0.051575931,0,21.15481472,24.62093274,18.33333333,207.1191132
80.7,0.026229508,0,26.44153384,4.437277026,15.5,978.3308387
76.3,0.0,0,11.20476831,6.49255872,14.5,42.83719911
77.7,0.136456212,0,16.81256128,0.136757124,9.5,116.5684952
70.8,0.497461929,1,9.786965634,4.254216444,15.16666667,350.3320316
72.6,0.331989247,0,12.0337483,0.022097425,11.66666667,169.7082259
70.7,0.378378378,1,20.65345321,0.255520888,13.66666667,31.70805164
73.1,0.216260163,1,11.49087922,3.339195844,11.5,113.9963651
81.3,0.043715847,0,14.49558808,0.403295866,10.83333333,28.91458401
73.8,0.616129032,0,13.79043017,7.69658503,13.83333333,309.1519767
72.7,0.23255814,1,14.21488594,1.689910036,16.16666667,110.927428
78.7,0.101369863,0,36.61773925,5.401229986,15.0,568.2677862
69.7,0.404199475,1,16.55365909,1.139930864,10.33333333,1479.17429
67.0,0.79,0,55.30213671,2.787098233,13.83333333,2690.488871
64.1,0.485981308,1,18.86538677,0.735879332,12.83333333,169.5232524
71.4,0.256329114,1,0.23630576,0.0,9.0,259.4149013
72.7,0.340840841,1,14.73344414,0.056239933,10.0,124.9013848
65.3,0.774410774,0,17.9907913,177.820651,13.83333333,1332.608656
69.3,0.179389313,1,13.11620528,2.172231335,13.83333333,161.3657563
71.6,0.437908497,1,11.25783484,2.434907044,13.0,218.3631072
78.5,0.392215569,0,6.279839394,8.791112964,15.16666667,119.940766
80.4,0.261613692,1,13.57572245,1.77942172,13.83333333,88.16747617
70.4,0.440707965,0,25.6936734,7.61243312,17.33333333,451.3953952
74.5,0.030100334,1,21.19769145,0.953045712,13.5,57.57052085
68.6,0.613861386,0,32.1653545,2.304086581,16.16666667,492.9391293
64.3,0.506355932,0,13.47404042,0.021775093,13.0,873.3728442
74.3,0.326599327,1,9.65432751,6.973562113,13.33333333,34.22812552
73.5,0.397802198,1,10.25854221,4.714322331,11.66666667,72.54117619
65.0,0.485380117,0,34.21844955,0.563645041,13.16666667,154.5997828
71.2,0.306034483,0,20.33544832,5.17450648,17.33333333,583.5660565
73.2,0.108208955,1,20.35285134,4.643634325,17.0,164.1673665
79.4,0.135761589,1,16.01797024,3.646694823,15.83333333,93.2754599
66.7,0.358361775,0,22.91853055,2.322387414,16.5,194.4728152
78.9,0.140495868,0,16.09038283,2.832960464,17.66666667,444.2856835
65.6,0.658823529,1,14.00802708,0.303783436,11.66666667,184.5440766
69.3,0.494791667,0,17.02289736,1.756579246,17.33333333,185.5843552
71.1,0.577405858,1,25.68948651,0.048639292,13.33333333,547.9442722
72.1,0.488700565,0,35.7447566,1.105210123,14.5,278.6469158
72.7,0.811659193,1,24.77190171,4.626586676,16.33333333,466.300008
68.7,0.583333333,0,21.87080127,0.962269136,15.33333333,563.3645809
76.7,0.34845735,0,18.33159156,4.573837918,17.16666667,584.9527545
72.4,0.0,0,5.904971826,3.792820976,14.83333333,37.63150908
67.8,0.299363057,1,18.58193456,4.414927445,12.33333333,281.6746574
65.6,0.588571429,0,24.83957771,1.306097926,17.16666667,496.3172282
74.7,0.263772955,1,21.60279245,0.126329409,11.16666667,69.30070414
75.9,0.165024631,1,17.18416897,2.3316139,14.0,36.07354582
72.7,0.089219331,1,22.43564217,0.258732045,11.66666667,99.35311047
80.8,0.094545455,0,22.46283318,1.533107761,16.66666667,50.17146252
82.2,0.0,0,11.15172534,1.564680646,11.33333333,35.34241521
74.0,0.502463054,1,14.58231014,31.72964164,12.5,33.03923203
71.2,0.270341207,1,13.44505153,16.9873868,12.83333333,64.3202157
69.4,0.249275362,1,22.14374151,0.764280026,15.0,109.5483046
69.8,0.356932153,1,12.44558998,0.120802613,11.33333333,194.1497922
84.3,0.031135531,0,21.64431071,1.426246421,15.16666667,33.87391679
72.5,0.228699552,1,18.03314455,0.445612,15.16666667,172.3083823
69.5,0.429378531,1,18.57320822,0.872350074,13.83333333,1080.588479
72.9,0.346982759,1,14.0402503,4.606853619,12.33333333,135.6754592
76.3,0.083586626,1,19.70097329,19.94740876,14.5,40.19021285
74.5,0.111607143,1,24.32815154,0.707742857,15.83333333,105.0963346
80.5,0.0,0,22.21203299,12.00475403,14.83333333,20.29550359
80.1,0.047486034,0,11.81870525,3.334951528,14.16666667,32.62745238
80.0,0.020920502,0,14.85545474,0.3327208,7.0,-99999.0
75.5,0.047058824,0,8.829714482,0.25806204,5.833333333,-99999.0
83.4,0.0,0,14.89756886,0.361782636,8.5,-99999.0
83.3,0.03567681,0,13.21055518,1.895151512,9.166666667,-99999.0
73.6,0.074074074,0,9.496448798,10.2725977,6.5,-99999.0
81.0,0.025125628,0,3.029593267,22.76590618,8.0,-99999.0
80.6,0.028265107,0,7.608842923,2.769343908,8.666666667,-99999.0
76.0,0.205256571,0,7.923951949,0.849492258,6.666666667,-99999.0
76.7,0.168453292,1,11.45516832,5.473408842,8.5,-99999.0
85.3,0.0,0,11.57269463,0.967098377,8.166666667,-99999.0
83.8,0.094361335,0,28.91975653,2.043013935,9.333333333,-99999.0
76.7,0.190410959,0,13.159169,0.627172356,7.166666667,-99999.0
84.0,0.044407895,0,11.59293652,1.025561951,7.5,118.8924841
74.0,0.058653846,1,4.883856855,0.271018888,4.833333333,-99999.0
83.6,0.0,0,15.24681141,0.178023683,5.666666667,-99999.0
82.5,0.177615572,0,12.08681345,1.911632878,8.0,-99999.0
81.6,0.0,0,11.40351329,10.11874908,10.66666667,-99999.0
79.1,0.0,0,12.81010507,0.937599654,9.0,-99999.0
80.8,0.0,0,11.51466211,0.626282444,8.666666667,-99999.0
81.7,0.0,0,10.00251184,7.58781425,7.5,-99999.0
83.4,0.024453024,0,8.492447152,0.990101724,7.5,-99999.0
82.4,0.033165829,0,11.91268047,0.493245962,8.666666667,-99999.0
85.0,0.040419162,0,11.73955353,1.324157104,6.833333333,-99999.0
80.6,0.0,0,9.799872945,1.022471132,8.666666667,-99999.0
79.1,0.01217862,0,10.94309445,7.533949468,9.833333333,-99999.0
80.5,0.029829545,0,9.295489459,5.154602063,9.5,-99999.0
81.2,0.008213552,0,8.888991059,1.216219846,9.166666667,-99999.0
86.8,0.041795666,0,12.65333831,1.53784277,7.833333333,-99999.0
79.3,0.0,0,15.66543158,1.450961714,9.5,-99999.0
80.6,0.095338983,0,5.971304181,9.866526976,14.5,14.42121004
78.1,0.025581395,0,10.63604713,7.969200285,8.5,4.931463312
83.4,0.0,0,10.23841197,0.07120267,4.5,-99999.0
83.4,0.0,0,10.1496013,0.074753247,4.666666667,-99999.0
79.9,0.043189369,0,4.877629248,8.531553432,8.666666667,-99999.0
84.5,0.0,0,17.229391,1.420084599,13.83333333,8.347254369
80.5,0.071721311,0,10.44267545,0.267261905,6.5,-99999.0
82.1,0.123022847,0,12.36559396,0.63093014,6.666666667,-99999.0
76.1,0.060150376,0,25.9831983,0.0,7.333333333,-99999.0
78.0,0.0,0,22.21115789,0.871862826,6.833333333,-99999.0
82.4,0.015202703,0,12.60847303,3.669648646,8.333333333,-99999.0
81.6,0.0,0,10.0739897,0.173185436,6.666666667,-99999.0
73.5,0.364600326,1,7.45808326,3.544859996,7.5,-99999.0
79.1,0.0,0,12.14540264,7.538812136,10.66666667,-99999.0
84.4,0.020356234,0,22.41354926,0.086078749,9.333333333,-99999.0
83.6,0.111620795,0,11.1034835,0.079337997,5.5,-99999.0
79.6,0.474605954,0,18.53987246,8.199295441,11.0,-99999.0
75.2,0.212314225,1,14.10855377,0.149068614,5.333333333,-99999.0
79.3,0.113496933,0,6.908664352,6.091643405,10.83333333,7.57439348
89.0,0.0,0,16.18809592,0.92027105,11.0,10.50484377
79.8,0.08974359,0,17.37522913,2.120346634,10.66666667,19.7929004
85.5,0.031578947,0,14.60503624,8.531684879,15.0,14.58027962
81.7,0.038461538,0,12.68178251,1.503501085,13.83333333,7.354784941
75.4,0.0,1,12.76414432,0.408604982,11.5,27.27182854
80.9,0.06122449,0,24.50177496,0.734998995,15.5,48.49389732
80.5,0.08365019,0,21.35939619,0.526330762,13.16666667,16.040556
79.0,0.146938776,1,23.12212521,0.189600428,13.83333333,212.3524789
80.8,0.0,0,7.572585353,0.463823182,6.666666667,-99999.0
85.2,0.0,0,12.55161383,4.331819536,15.0,52.2058979
83.5,0.03950104,0,14.24872287,1.100018187,12.33333333,19.02734135
82.2,0.010416667,0,10.6843507,1.202532102,14.5,19.2400908
80.5,0.239547038,1,6.683678263,3.101492707,13.5,53.01386754
77.8,0.155419223,1,8.115545086,6.589390912,15.33333333,33.87317417
80.8,0.014234875,0,21.01092431,0.852276972,8.0,-99999.0
82.6,0.115019011,1,3.826790219,3.143783889,12.66666667,35.82801655
77.0,0.44384058,0,13.29902566,1.731869247,10.16666667,-99999.0
75.7,0.178326475,1,22.105328,4.593692007,10.33333333,-99999.0
80.5,0.027595269,0,12.19612612,0.182468589,7.0,-99999.0
79.6,0.017357763,0,9.478017302,14.4768446,10.16666667,-99999.0
82.6,0.046554935,0,16.36509166,0.516285055,8.0,-99999.0
82.3,0.0,0,13.79589381,2.890128411,10.5,-99999.0
81.1,0.012711864,0,11.86643383,3.01378651,8.0,-99999.0
81.3,0.03163017,0,7.93553262,5.326144536,7.166666667,-99999.0
79.2,0.179976162,0,10.31867274,0.470577906,6.0,-99999.0
80.3,0.025641026,0,9.175754503,0.797466164,6.166666667,-99999.0
80.3,0.065433855,0,9.947045686,3.146926223,9.333333333,-99999.0
81.5,0.0,0,14.44022047,1.801697641,7.5,-99999.0
72.8,0.092807425,0,15.46692734,9.908438501,8.666666667,-99999.0
80.3,0.057026477,0,5.777570059,8.225426862,7.833333333,-99999.0
76.5,0.021505376,0,12.45738249,5.909370715,6.833333333,4.222023287
77.7,0.015267176,0,9.855526434,30.58906542,13.16666667,3.416127295
78.3,0.013953488,0,7.603851656,0.073682826,4.666666667,-99999.0
75.1,0.069892473,1,10.2159704,1.63725047,9.0,-99999.0
79.0,0.041778976,0,14.42551437,1.396342143,6.666666667,-99999.0
78.5,0.0,0,16.57295822,2.202505238,8.5,-99999.0
76.9,0.192579505,0,13.80682467,5.303763731,7.166666667,-99999.0
75.0,0.293447293,1,10.56944322,6.633082021,7.833333333,-99999.0
76.5,0.0,0,16.82995888,9.308456521,8.666666667,-99999.0
83.8,0.006,0,13.92544141,3.708324311,7.666666667,-99999.0
72.6,0.022099448,0,6.768752206,1.500311982,6.0,-99999.0
80.9,0.073369565,0,13.67680504,1.779333827,10.33333333,-99999.0
84.3,0.00610998,0,18.01963769,0.036213337,6.833333333,-99999.0
82.0,0.157894737,1,16.47162054,28.91927024,14.33333333,46.01352816
72.8,0.179951691,1,8.9962838,11.42296019,10.66666667,46.3309659
79.6,0.0,1,12.86237053,0.320112698,11.33333333,12.72470138
82.1,0.049132948,0,8.754546288,0.032125632,10.0,4.449151311
77.2,0.074074074,1,5.122646744,3.551182982,12.16666667,9.085530952
83.8,0.116883117,0,10.50607434,7.013774526,8.333333333,-99999.0
80.3,0.013414634,0,9.815381425,0.350765028,6.666666667,-99999.0
87.9,0.030075188,0,11.96802445,0.875411455,11.33333333,20.8385524
79.2,0.109026964,0,10.27782142,3.688396567,12.5,49.96990934
77.2,0.021201413,1,6.169027783,0.212220794,5.5,5.926068456
84.1,0.062985332,0,20.9801898,7.563546228,10.33333333,-99999.0
80.4,0.025641026,0,11.21224759,0.063968327,4.833333333,-99999.0
84.8,0.0,0,8.310615336,5.848001377,9.333333333,-99999.0
81.8,0.0,0,7.721046505,0.071302406,5.5,-99999.0
81.3,0.0,0,12.48612551,0.166760776,6.833333333,-99999.0
79.2,0.0,0,13.6688178,0.09671322,5.166666667,-99999.0
82.1,0.057366362,0,12.04911849,0.346113611,5.666666667,-99999.0
78.7,0.153645833,1,13.74576409,27.35065293,11.5,49.95043119
71.0,0.154639175,1,16.38589504,0.113098746,11.5,33.73056991
73.7,0.101851852,1,20.63126494,1.701228377,13.16666667,266.6415089
73.2,0.094017094,0,13.7930284,122.346827,17.66666667,240.8316973
85.7,0.012437811,0,3.817940792,0.577949089,8.5,-99999.0
81.7,0.012003001,0,13.68252099,1.901897712,9.666666667,-99999.0
82.8,0.009336609,0,5.879797707,0.111174137,6.666666667,-99999.0
72.0,0.403755869,1,18.07774474,1.763143435,13.33333333,61.56403581
71.6,0.672619048,1,22.63947071,3.252453722,14.66666667,51.8853437
68.3,0.438095238,1,9.215433015,0.24030692,9.166666667,9.893303408
78.8,0.151108126,0,9.290509939,1.787006674,13.16666667,77.4488672
74.5,0.251984127,0,12.60511359,10.39406271,12.66666667,259.8515678
79.8,0.043771044,0,10.03699834,1.736161872,7.333333333,-99999.0
78.0,0.009497965,0,13.46313313,0.495982596,8.333333333,-99999.0
80.6,0.0,0,12.16587,0.42713826,8.666666667,-99999.0
69.1,0.342507645,1,24.56553646,0.848505299,14.5,33.69364687
67.1,0.346268657,0,10.33732051,3.025242056,11.83333333,29.90200642
67.2,0.358361775,1,12.59853015,1.080959454,14.0,175.9316048
73.9,0.129277567,1,11.08557067,1.56246638,14.16666667,31.0255855
75.5,0.0,0,26.44997023,0.151171408,13.16666667,47.52485467
79.1,0.142553191,0,9.129027928,1.427742207,12.16666667,94.93558571
72.4,0.269624573,1,7.34800033,0.619849664,14.33333333,206.9758878
72.0,0.502183406,0,23.33875671,5.580413688,19.83333333,83.75546083
80.9,0.15033557,0,11.81899868,1.252711327,9.0,-99999.0
79.8,0.0,0,15.8301274,0.541968187,7.833333333,-99999.0
67.0,0.282722513,1,23.76209122,0.216876895,14.5,69.40060655
70.3,0.509433962,1,15.69111108,1.462579422,15.83333333,34.34689658
76.3,0.125760649,0,12.43209896,0.080661014,11.83333333,51.62304892
81.1,0.118055556,0,6.667503915,2.494791528,6.5,-99999.0
66.3,0.466666667,1,8.363580326,0.323494092,12.16666667,38.0518292
67.2,0.239864865,1,11.37605767,0.312245882,13.0,57.0963902
67.5,0.365448505,1,19.4997013,2.89006213,14.0,55.66818863
71.6,0.44966443,1,19.58438501,2.06472994,13.16666667,60.66279079
75.0,0.077348066,0,34.49333534,2.219135032,15.33333333,23.24911026
80.5,0.097826087,0,22.06219752,9.863345785,16.66666667,147.0406327
70.0,0.144,0,18.54016098,4.967487141,17.83333333,146.8933491
74.5,0.349206349,0,22.82440136,1.242976351,15.5,141.8269914
65.4,0.315436242,1,17.72199579,1.519622103,13.5,55.25700443
78.3,0.130136986,0,15.60523101,1.84106319,13.33333333,18.4106319
73.1,0.0,1,10.05682942,1.735713008,12.66666667,76.61078102
75.1,0.0,0,8.497814606,0.350042777,11.33333333,38.40469325
69.4,0.313364055,1,11.67137467,9.989342296,7.666666667,6.964052002
69.7,0.393374741,1,26.75086474,1.506804308,15.83333333,52.16546749
60.7,0.562043796,1,14.15010267,0.891966742,16.0,43.91220845
65.5,0.476683938,1,20.92227375,0.715256179,14.83333333,85.6901999
73.9,0.242937853,1,32.7168482,5.174833821,17.5,84.64133958
75.7,0.188481675,0,30.44784279,7.963131874,17.0,119.961535
76.3,0.175986842,0,19.20367963,1.755574138,14.66666667,50.08578836
82.0,0.162037037,0,5.142756754,1.030474098,11.33333333,575.5137223
75.1,0.488843813,1,8.307236297,1.283640061,11.33333333,37.77308337
77.0,0.127502634,0,19.53864145,222.533507,13.83333333,311.1194088
73.9,0.551020408,1,18.95442866,7.198457255,18.5,22.94478412
74.5,0.44966443,0,11.89027178,1.493079012,11.16666667,11.01213365
75.6,0.085895118,0,16.76377658,7.017823704,17.5,18.73898769
79.5,0.049275362,0,13.23154162,0.800744354,11.33333333,22.28158202
79.4,0.079315708,0,20.32811829,7.079101134,18.16666667,59.81022741
72.1,0.398617512,0,18.94149509,1.61533759,14.16666667,86.8964308
72.8,0.037735849,1,16.53114,0.283352578,11.0,-99999.0
77.3,0.320359281,0,17.97537954,0.708227176,13.33333333,34.42521969
73.0,0.416988417,1,20.71575152,7.211219762,18.66666667,32.23269629
75.1,0.032338308,0,14.12197591,10.11086292,15.33333333,61.16211972
73.7,0.103703704,0,12.39544028,0.332039735,11.83333333,42.50108602
67.8,0.248648649,1,23.24889645,1.657144021,15.5,120.2688845
72.0,0.331288344,1,3.430036348,1.135831215,13.66666667,46.26243304
69.0,0.312206573,1,18.012491,0.87544093,14.16666667,70.03527436
65.8,0.15060241,1,14.49965852,0.759425919,15.5,119.5408722
80.6,0.0,0,19.31365323,0.776590834,7.166666667,-99999.0
78.9,0.179566563,0,15.25345222,0.378483702,12.33333333,48.4459139
77.1,0.036199095,0,18.12135108,0.980459939,12.66666667,64.69014245
73.1,0.445,1,20.39359954,3.314826364,16.16666667,127.8535581
76.0,0.399656947,1,21.764358,5.168458227,16.33333333,53.45960833
68.6,0.252083333,0,10.77366927,0.52176607,11.33333333,51.17255988
68.0,0.422053232,1,17.10347546,0.558208792,11.33333333,133.9701296
72.0,0.240549828,1,17.55464848,6.914898669,14.83333333,102.0445804
76.3,0.551122195,0,23.77913336,3.386834373,16.5,41.37831377
76.2,0.119205298,1,28.19066963,3.59396409,16.16666667,101.9903334
82.2,0.013017751,0,9.697422207,0.292181015,7.333333333,-99999.0
72.7,0.046875,0,12.07907823,1.286211235,13.33333333,126.9823951
80.0,0.0,0,14.17917688,1.732839255,10.16666667,-99999.0
78.6,0.149473684,0,14.25682129,9.272051256,15.5,8.122387385
75.7,0.141975309,0,20.58195368,1.848849412,12.66666667,200.1091291
78.7,0.014869888,0,16.1236064,0.348754271,7.333333333,-99999.0
75.5,0.055248619,0,14.51222667,0.255864265,7.5,-99999.0
83.6,0.013004791,0,12.90656951,0.919360885,9.166666667,-99999.0
79.8,0.007248322,0,7.329824502,0.17526611,6.166666667,-99999.0
75.3,0.016911437,0,10.02116062,1.019120552,9.666666667,-99999.0
80.2,0.050643087,0,12.35558772,2.285855186,9.333333333,-99999.0
78.3,0.013528749,0,10.05791162,1.309006924,7.833333333,-99999.0
82.0,0.026192075,0,7.887272585,1.394243931,7.5,-99999.0
85.7,0.049142857,0,10.7697756,2.998107573,8.833333333,-99999.0
77.8,0.086956522,0,20.00235242,0.13649975,11.5,69.41747233
73.0,0.172344689,1,19.8089434,1.806801601,16.0,69.84682698
74.0,0.195402299,0,12.60339002,14.49658282,15.83333333,165.2183772
71.3,0.232815965,0,21.10123421,4.076490875,16.5,35.16110728
69.5,0.242937853,1,27.52273876,4.766656542,17.5,34.40472209
76.5,0.077477477,0,19.80712981,3.616832692,18.33333333,22.06549773
79.6,0.229268293,1,14.20739892,0.551333425,13.0,58.89233087
68.2,0.293209877,1,11.68847319,2.011020547,11.5,22.92953913
68.1,0.397435897,1,15.21579532,1.868459398,13.33333333,53.67027782
70.8,0.365155131,1,14.03853662,1.456001633,15.33333333,87.98132863
79.5,0.038054968,0,6.530472145,1.477139282,12.66666667,114.8901555
81.0,0.042440318,0,4.88346879,0.396760962,12.16666667,66.24183009
79.2,0.062605753,0,23.13333551,0.520042221,15.0,62.5579863
75.0,0.0,0,10.13710466,0.141523426,10.66666667,138.6607697
77.5,0.018691589,0,21.01864068,0.819286929,16.0,42.08529057
74.3,0.030848329,0,17.73276538,1.300850066,11.66666667,23.87059872
72.6,0.127413127,1,9.176177804,12.97726294,14.66666667,9.397562844
77.9,0.057692308,0,16.99006023,0.869032472,13.83333333,36.44970483
77.8,0.0,0,16.2194456,0.417653622,9.666666667,19.09273837
74.8,0.064615385,1,11.57147502,9.94242982,12.0,27.36467415
75.3,0.056265985,1,20.8553556,2.65685046,14.33333333,133.0770243
75.2,0.157894737,0,14.74690556,5.826738569,17.33333333,22.92487306
71.0,0.4625,1,16.12396644,2.21686931,14.66666667,81.21020947
71.3,0.734693878,1,11.5060568,0.810884618,15.16666667,41.35859974
73.1,0.140740741,1,5.669877422,0.509110758,11.66666667,123.3714215
65.2,0.307692308,1,7.844986325,0.332099694,12.0,61.31305084
73.0,0.334056399,1,26.18629563,0.531893124,16.66666667,40.6461611
84.3,0.0,0,0.617512655,0.002320296,3.166666667,-99999.0
72.6,0.055172414,1,0.87791659,0.056405478,3.5,0.104333833
81.1,0.042982456,0,12.07716445,6.640863783,6.0,-99999.0
75.7,0.08707124,0,13.26649249,1.821163891,12.83333333,8.713045916
76.3,0.088235294,0,21.43248028,0.230812904,14.16666667,12.17858729
76.8,0.252307692,0,20.38743159,2.798088711,15.0,59.34878004
79.5,0.064377682,1,23.82652809,0.087237731,11.66666667,-99999.0
76.0,0.097256858,1,19.39808409,0.447170852,11.66666667,15.46969435
75.5,0.051861702,1,20.48856407,2.053367442,12.5,7.964576744
76.8,0.026070764,1,13.55205993,6.992448199,17.0,5.399548273
80.4,0.056105611,0,15.1719473,4.144729191,16.0,9.439952606
68.9,0.42295082,1,25.69179838,51.44520599,12.83333333,33.95322965
78.1,0.016129032,0,18.80490559,0.529609297,15.16666667,32.40717008
72.2,0.112280702,1,11.49419997,0.992731535,13.16666667,18.50451581
80.6,0.102396514,0,25.54097372,3.21670412,15.5,17.65088922
73.9,0.0,1,19.25191767,0.630547597,12.33333333,14.41251651
72.0,0.0,0,0.959255885,0.066951527,8.0,-99999.0
76.3,0.016,1,18.21355197,0.834596152,15.33333333,7.797686675
73.0,0.041450777,1,22.02421461,0.229589451,13.0,73.46862437
75.3,0.093283582,1,24.00736902,0.400407592,12.5,-99999.0
